PCM-SEM MCMC 진단 리포트
N=86, scenario=medium, elapsed=57.8s
chains=4, warmup=1000, sampling=1000
adapt_delta=0.9, max_treedepth=12

=== 파라미터 요약 ===
                     Mean      MCSE    StdDev       MAD        5%       50%       95%  ESS_bulk  ESS_tail  ESS_bulk/s    R_hat
theta[32,2]        -1.455330  0.003737   0.379054   0.370600    -2.108810    -1.451490    -0.841444  10766.600  2928.600    91.61210  1.000350
theta[32,3]        -2.565680  0.007321   0.613529   0.597528    -3.622920    -2.528360    -1.615570   7859.570  2604.220    66.87630  1.000100
theta[33,1]         0.434956  0.005150   0.525882   0.515781    -0.417187     0.406857     1.344640  10809.900  2759.420    91.98070  0.999332
theta[33,2]        -0.231878  0.003173   0.344271   0.342946    -0.803435    -0.226222     0.325998  12063.200  2163.870   102.64500  1.003340
theta[33,3]        -1.084740  0.003985   0.439159   0.430142    -1.833950    -1.070370    -0.395456  13040.500  2698.370   110.96000  1.006760
theta[34,1]         0.392812  0.005594   0.533865   0.547067    -0.440583     0.378400     1.296480   9622.830  2614.860    81.87970  1.004330
theta[34,2]         0.535548  0.002996   0.326256   0.334670     0.006311     0.533298     1.074110  12224.900  2484.000   104.02100  1.001940
theta[34,3]         0.699124  0.004175   0.412349   0.417479     0.042314     0.690536     1.374940  10722.800  2907.000    91.23950  1.001590
theta[35,1]         1.049090  0.006200   0.580575   0.594437     0.129812     1.019920     2.032010   9443.170  3091.180    80.35100  1.001610
theta[35,2]         0.024967  0.003228   0.328520   0.327328    -0.522038     0.025037     0.556243  10413.000  3155.800    88.60310  1.001010
theta[35,3]        -1.897470  0.005395   0.516982   0.512283    -2.782290    -1.859290    -1.086390  10836.500  2723.840    92.20710  1.000330
theta[36,1]        -0.375723  0.005306   0.464208   0.472374    -1.135480    -0.382618     0.391012   7777.180  2932.050    66.17520  1.000370
theta[36,2]        -1.380230  0.003928   0.366566   0.367805    -1.986570    -1.376000    -0.785303   8982.860  2819.370    76.43420  1.000500
theta[36,3]        -2.098690  0.005520   0.547115   0.541949    -3.048430    -2.074300    -1.231630  10450.400  3011.320    88.92180  1.000360
theta[37,1]         0.461412  0.005534   0.535448   0.531331    -0.380832     0.431945     1.361020   9981.480  2733.290    84.93140  1.001620
theta[37,2]        -0.306048  0.003494   0.333130   0.331524    -0.868239    -0.302895     0.226477   9291.570  2973.590    79.06100  1.002770
theta[37,3]        -1.712970  0.005035   0.483279   0.477284    -2.561360    -1.689440    -0.943069  10095.200  2783.940    85.89900  1.000720
theta[38,1]         1.036570  0.006448   0.602771   0.587372     0.060704     1.024100     2.061620   9130.850  2388.200    77.69350  1.000400
theta[38,2]        -0.732541  0.003472   0.343955   0.336374    -1.305750    -0.726485    -0.167756  10088.700  2436.140    85.84400  1.000990
theta[38,3]        -0.423525  0.003837   0.406402   0.400944    -1.087310    -0.418465     0.235921  11585.800  2461.840    98.58220  1.002000
theta[39,1]        -0.688485  0.005141   0.477198   0.467694    -1.472570    -0.688894     0.099137   8745.060  2398.630    74.41080  0.999792
theta[39,2]        -0.169437  0.003235   0.320673   0.307485    -0.699670    -0.164080     0.355401  10148.000  2709.960    86.34870  1.000770
theta[39,3]        -0.971261  0.004401   0.421493   0.420413    -1.676330    -0.965098    -0.281332   9454.650  2843.650    80.44870  1.000660
theta[40,1]        -0.093772  0.005419   0.492728   0.489139    -0.883887    -0.091893     0.719724   8573.810  2588.130    72.95370  1.006480
theta[40,2]         0.550218  0.003404   0.334093   0.331420     0.009480     0.554096     1.102340   9778.050  2784.160    83.20040  1.003020
theta[40,3]        -0.136428  0.004073   0.407077   0.405021    -0.809690    -0.132031     0.530507  10278.800  2633.530    87.46170  1.000930
theta[41,1]        -0.426097  0.005092   0.479405   0.478245    -1.199930    -0.427971     0.364036   9070.180  2813.530    77.17720  0.999489
theta[41,2]        -0.037554  0.002836   0.323990   0.335331    -0.562307    -0.034096     0.474132  11951.000  3249.970   101.69000  1.001640
theta[41,3]        -0.309453  0.003793   0.407858   0.409430    -0.975106    -0.310738     0.346033  11742.400  2435.110    99.91500  1.000900
theta[42,1]        -1.053530  0.005306   0.480217   0.482490    -1.855970    -1.049400    -0.272360   8941.450  2684.960    76.08190  1.001220
theta[42,2]        -1.133440  0.003643   0.346563   0.346413    -1.714040    -1.129540    -0.572387   9217.750  2952.050    78.43300  0.999635
theta[42,3]         0.915859  0.004088   0.451112   0.454233     0.190813     0.907051     1.687000  13424.400  2722.110   114.22700  0.999491
theta[43,1]         0.010116  0.005381   0.507211   0.509092    -0.794412    -0.001850     0.863575   9113.010  2651.810    77.54170  1.000010
theta[43,2]        -0.867146  0.003424   0.329700   0.331840    -1.421770    -0.861417    -0.333748   9625.120  3063.570    81.89920  1.001230
theta[43,3]         0.452602  0.004209   0.404554   0.400420    -0.201708     0.442172     1.123970   9572.260  2822.660    81.44940  0.999481
theta[44,1]         0.632173  0.005764   0.533511   0.530212    -0.203060     0.608350     1.527910   8949.110  3153.060    76.14710  1.002230
theta[44,2]        -1.364240  0.003736   0.368300   0.360354    -1.973900    -1.361020    -0.777210   9851.450  2265.370    83.82500  0.999793
theta[44,3]        -0.778212  0.004069   0.406053   0.406313    -1.451900    -0.771299    -0.128629  10344.300  2698.140    88.01890  1.000160
theta[45,1]         1.998920  0.007229   0.691075   0.681963     0.912504     1.978780     3.167410   9930.260  3013.420    84.49560  1.001030
theta[45,2]         2.134730  0.004851   0.431763   0.420556     1.450830     2.124150     2.880040   8622.430  2640.340    73.36740  1.000900
theta[45,3]         1.246080  0.004878   0.464670   0.451134     0.499217     1.236820     2.041000   9639.510  2728.260    82.02160  1.000340
theta[46,1]        -1.200770  0.005174   0.468475   0.465400    -1.990870    -1.197550    -0.441103   8443.730  3139.860    71.84690  1.002360
theta[46,2]         0.358553  0.003022   0.324018   0.315492    -0.183889     0.358423     0.897913  11804.500  2730.160   100.44300  0.999619
theta[46,3]         0.117848  0.003959   0.383330   0.380212    -0.526551     0.113922     0.746555   9665.310  3086.040    82.24110  1.000150
theta[47,1]         0.594165  0.005680   0.561982   0.563066    -0.288356     0.577777     1.539850  10244.400  2559.750    87.16860  1.003010
theta[47,2]        -0.610360  0.003101   0.337880   0.340802    -1.165220    -0.606704    -0.069655  11616.000  2919.150    98.83960  1.000630
theta[47,3]         1.025790  0.004422   0.453550   0.459684     0.307331     1.012750     1.795010  11246.400  2895.060    95.69490  1.000070
theta[48,1]         1.579330  0.006422   0.642998   0.639083     0.552112     1.554350     2.695410  10672.100  2238.970    90.80790  1.001370
theta[48,2]         0.980491  0.003730   0.340927   0.342982     0.420284     0.980736     1.547970   8698.090  2527.370    74.01120  1.003520
theta[48,3]        -0.645561  0.004080   0.404965   0.409977    -1.315290    -0.634448    -0.006107  10580.800  2685.300    90.03070  1.002460
theta[49,1]         1.649130  0.006486   0.625389   0.622187     0.665171     1.622640     2.710500   9908.310  2898.850    84.30880  1.000040
theta[49,2]         0.472676  0.003045   0.334485   0.335810    -0.072913     0.468777     1.016550  12961.300  3081.220   110.28600  1.000350
theta[49,3]         0.418716  0.003717   0.406895   0.410243    -0.232987     0.411514     1.092310  12275.300  2820.740   104.44900  1.000780
theta[50,1]         0.391196  0.005785   0.524487   0.520219    -0.444286     0.370729     1.264530   8538.510  2524.730    72.65330  1.001980
theta[50,2]        -0.559589  0.003198   0.327879   0.319641    -1.101910    -0.565084    -0.013322  10808.700  3045.690    91.96980  0.999848
theta[50,3]        -1.292660  0.004978   0.452416   0.453387    -2.028570    -1.280340    -0.582987   8866.210  2640.230    75.44170  1.001500
theta[51,1]        -0.248471  0.005196   0.497014   0.479611    -1.060400    -0.260722     0.589585   9375.720  2936.060    79.77710  1.000540
theta[51,2]        -0.776388  0.003405   0.343854   0.337190    -1.363020    -0.770929    -0.217721  10785.900  2769.880    91.77620  1.002410
theta[51,3]        -0.019928  0.003952   0.393036   0.390947    -0.661425    -0.026689     0.635819  10137.400  2840.930    86.25840  1.000660
theta[52,1]        -0.003369  0.005398   0.501786   0.493326    -0.806869    -0.012108     0.841517   8936.690  2881.140    76.04140  1.001510
theta[52,2]        -1.648270  0.004272   0.368055   0.370262    -2.272990    -1.632340    -1.078510   8017.180  2694.850    68.21740  1.000420
theta[52,3]        -2.771950  0.007137   0.651016   0.652306    -3.889580    -2.735870    -1.770530   9191.610  3075.220    78.21050  1.001250
theta[53,1]         0.749737  0.005814   0.550017   0.545157    -0.133595     0.735600     1.698720   9783.960  2714.740    83.25080  0.999927
theta[53,2]        -0.964072  0.003516   0.344962   0.335235    -1.534860    -0.965117    -0.402954  10027.400  2601.340    85.32220  0.999757
theta[53,3]         0.172535  0.003951   0.397040   0.414540    -0.468983     0.172385     0.829369  10284.400  2530.350    87.50920  1.000360
theta[54,1]         1.104950  0.006587   0.598200   0.595695     0.162771     1.077630     2.134730   8735.720  2852.980    74.33140  1.000050
theta[54,2]         0.518460  0.003357   0.320057   0.321364    -0.016923     0.517555     1.040030   9364.440  2914.450    79.68110  1.001730
theta[54,3]        -1.205190  0.004190   0.423920   0.413578    -1.919020    -1.186060    -0.531165  11214.500  2582.860    95.42350  1.008780
theta[55,1]         0.195491  0.005277   0.508180   0.515243    -0.613012     0.192351     1.045450   9885.830  3165.250    84.11760  1.000610
theta[55,2]        -0.560246  0.003283   0.332895   0.330668    -1.109380    -0.552642    -0.026031  10653.600  3105.920    90.65060  1.001310
theta[55,3]        -0.609877  0.004009   0.410811   0.409154    -1.293840    -0.611654     0.056369  10664.300  2827.910    90.74180  1.000850
theta[56,1]        -0.014333  0.005238   0.497771   0.493201    -0.804908    -0.032911     0.807849   9229.890  2650.270    78.53620  1.001180
theta[56,2]        -0.767528  0.003383   0.338353   0.335836    -1.330900    -0.768136    -0.220214  10333.200  2543.880    87.92390  1.001510
theta[56,3]        -0.014538  0.003983   0.386068   0.393225    -0.647293    -0.019507     0.620153   9607.320  2850.910    81.74770  1.001640
theta[57,1]         0.761197  0.006093   0.552246   0.559507    -0.106460     0.741322     1.699120   8772.420  2952.400    74.64360  0.999855
theta[57,2]        -0.007816  0.003198   0.344172   0.345314    -0.562585    -0.007840     0.557542  12522.000  2956.620   106.54900  1.002150
theta[57,3]        -0.893418  0.004301   0.424181   0.419018    -1.612950    -0.884663    -0.210312  10174.300  2891.880    86.57200  1.002670
theta[58,1]         1.002090  0.006297   0.589267   0.599455     0.096415     0.982372     1.994120   9022.840  3184.810    76.77440  0.999749
theta[58,2]        -0.533332  0.003173   0.328419   0.329083    -1.076880    -0.532592    -0.002892  10973.500  2954.240    93.37280  1.000870
theta[58,3]        -1.068780  0.004159   0.426039   0.415150    -1.797180    -1.058200    -0.383693  10967.200  2633.600    93.31910  1.001870
theta[59,1]        -0.857081  0.005639   0.479336   0.478257    -1.623170    -0.870310    -0.048986   7435.440  2635.610    63.26740  1.003510
theta[59,2]        -1.335450  0.003676   0.359576   0.358927    -1.942090    -1.333320    -0.747657   9886.850  3211.590    84.12620  1.004630
theta[59,3]         0.057242  0.003542   0.385705   0.376909    -0.576122     0.054752     0.700757  12159.600  2764.920   103.46500  0.999781
theta[60,1]         1.193090  0.006014   0.583405   0.594136     0.281040     1.175910     2.174780  10203.400  2509.800    86.81990  1.001780
theta[60,2]        -0.244387  0.003217   0.332084   0.335032    -0.789738    -0.241243     0.305025  10989.600  2552.980    93.50950  1.005470
theta[60,3]        -0.259011  0.003691   0.399599   0.409059    -0.900912    -0.256120     0.397085  10573.300  2929.540    89.96760  1.000190
theta[61,1]         0.523201  0.006020   0.519670   0.517381    -0.313555     0.497084     1.392200   7703.990  2588.700    65.55250  1.001120
theta[61,2]        -0.522373  0.003293   0.335321   0.337661    -1.070250    -0.518821     0.019322  10961.300  3002.420    93.26840  1.000980
theta[61,3]         0.180407  0.004143   0.396811   0.395321    -0.464972     0.170585     0.836079   9428.330  3001.720    80.22470  1.001910
theta[62,1]        -0.101673  0.005081   0.488700   0.488042    -0.898716    -0.114949     0.713296   9721.260  2736.610    82.71720  1.001010
theta[62,2]        -1.594690  0.003823   0.370548   0.374826    -2.214560    -1.584060    -1.001880   9722.080  2935.920    82.72420  1.003640
theta[62,3]        -1.016070  0.004580   0.432025   0.427091    -1.747830    -1.002960    -0.321505   9467.490  2465.340    80.55790  1.000070
theta[63,1]        -0.332118  0.005324   0.484862   0.485252    -1.110830    -0.337058     0.481012   8419.530  2619.030    71.64090  1.000900
theta[63,2]        -0.708918  0.003068   0.333669   0.329164    -1.270800    -0.704675    -0.152290  12272.500  2808.810   104.42500  1.000940
theta[63,3]        -1.340120  0.004313   0.447727   0.447979    -2.101120    -1.321740    -0.627120  11545.300  2961.300    98.23810  1.000530
theta[64,1]         0.716119  0.006046   0.555433   0.556054    -0.165602     0.695613     1.656960   8746.240  2781.360    74.42090  1.000530
theta[64,2]        -0.719348  0.003333   0.347193   0.340760    -1.301680    -0.711380    -0.150858  11146.900  2593.270    94.84800  1.000330
theta[64,3]        -1.298430  0.005041   0.447955   0.459553    -2.044770    -1.283650    -0.595870   8520.550  2655.580    72.50050  1.003300
theta[65,1]         0.773644  0.006058   0.570232   0.583771    -0.153055     0.759300     1.733190   8898.500  2945.760    75.71650  1.003040
theta[65,2]        -0.040250  0.003150   0.331193   0.323156    -0.586320    -0.043326     0.501639  11429.300  2636.250    97.25120  1.000440
theta[65,3]         2.352350  0.006744   0.601697   0.621344     1.427540     2.322120     3.375150   8951.680  2627.750    76.16900  1.002840
theta[66,1]        -0.540842  0.005162   0.463848   0.470835    -1.289890    -0.540387     0.242415   8318.070  2388.180    70.77760  1.004060
theta[66,2]        -0.824231  0.003372   0.345042   0.340661    -1.396160    -0.820354    -0.262210  10664.800  2591.430    90.74540  1.002750
theta[66,3]        -1.163090  0.004129   0.434609   0.421072    -1.902500    -1.156850    -0.467954  11611.500  3086.290    98.80070  1.001480
theta[67,1]        -0.289356  0.005236   0.480144   0.479126    -1.069620    -0.300655     0.531309   8976.890  2764.580    76.38350  1.000970
theta[67,2]        -0.905339  0.003370   0.343566   0.340961    -1.484170    -0.900357    -0.354179  10640.800  2667.860    90.54190  1.000150
theta[67,3]        -0.495405  0.003761   0.395399   0.384778    -1.159480    -0.487851     0.149713  10545.600  2665.110    89.73130  1.000180
theta[68,1]        -1.024040  0.005025   0.458188   0.459050    -1.771950    -1.023560    -0.282057   8593.460  2791.210    73.12090  1.003280
theta[68,2]        -2.010100  0.004153   0.398433   0.397764    -2.682440    -1.997460    -1.377990   9681.250  3192.430    82.37680  1.001180
theta[68,3]        -0.896391  0.004052   0.416049   0.415158    -1.587140    -0.891179    -0.208628  10763.600  2653.800    91.58630  0.999932
theta[69,1]         1.108540  0.006348   0.576239   0.572912     0.175477     1.104370     2.068760   8518.990  3152.650    72.48730  1.002380
theta[69,2]        -0.371627  0.003520   0.338576   0.348118    -0.925647    -0.372380     0.174109   9335.520  2691.470    79.43500  1.004220
theta[69,3]        -1.066830  0.004444   0.432352   0.418397    -1.785380    -1.052840    -0.388161  10026.100  3028.630    85.31120  1.003990
theta[70,1]         0.609187  0.005404   0.539500   0.547770    -0.259578     0.597411     1.500270  10398.600  2925.610    88.48080  1.000530
theta[70,2]         0.048163  0.003362   0.332989   0.330927    -0.499288     0.049668     0.593133  10123.800  2895.540    86.14260  1.001030
theta[70,3]        -0.275847  0.003889   0.388347   0.384182    -0.915524    -0.275166     0.364944  10261.200  2945.660    87.31140  0.999523
theta[71,1]         0.467076  0.005935   0.534633   0.527064    -0.385257     0.448675     1.364210   8459.870  2728.130    71.98420  1.000200
theta[71,2]        -2.291850  0.004924   0.457242   0.444686    -3.077510    -2.274130    -1.553160   9310.310  2724.890    79.22050  1.002280
theta[71,3]         0.753963  0.004449   0.424398   0.424011     0.078206     0.749440     1.456090   9493.820  2742.350    80.78200  1.003120
theta[72,1]         0.045391  0.005683   0.510061   0.496490    -0.758645     0.022408     0.919648   8293.810  2589.220    70.57120  1.001370
theta[72,2]         0.086061  0.003000   0.322754   0.322027    -0.455152     0.088495     0.614628  11947.300  2733.750   101.65800  1.001240
theta[72,3]        -0.138575  0.003935   0.384413   0.389383    -0.758211    -0.142644     0.487850  10088.900  2931.740    85.84530  1.001370
theta[73,1]         1.093080  0.006204   0.597300   0.604310     0.139758     1.076180     2.128080   9775.250  2877.130    83.17660  1.000670
theta[73,2]         1.511090  0.003592   0.365614   0.363095     0.928632     1.502730     2.126290  10687.000  2610.690    90.93480  1.002780
theta[73,3]        -0.046046  0.003942   0.396392   0.384183    -0.702293    -0.040416     0.597406  10240.500  2924.830    87.13560  0.999653
theta[74,1]         1.024190  0.005866   0.583275   0.575178     0.096359     1.014240     1.996710  10603.800  3014.670    90.22670  1.000450
theta[74,2]         0.397580  0.003159   0.326683   0.327633    -0.133799     0.392142     0.942554  10989.300  2269.430    93.50700  1.001440
theta[74,3]         0.545326  0.003987   0.413446   0.404356    -0.110137     0.543500     1.228090  10923.700  2846.020    92.94870  1.000500
theta[75,1]         0.084570  0.005345   0.506101   0.518949    -0.720118     0.074857     0.943254   9189.960  3231.390    78.19650  1.001270
theta[75,2]        -2.042220  0.004340   0.422349   0.421571    -2.783050    -2.022250    -1.367920  10351.500  2698.210    88.08020  0.999834
theta[75,3]        -1.200480  0.004541   0.442255   0.440115    -1.943710    -1.189900    -0.493669  10140.800  2319.500    86.28680  1.000890
theta[76,1]        -0.005304  0.005320   0.495907   0.499383    -0.794233    -0.017867     0.808750   9057.300  3082.790    77.06770  1.001640
theta[76,2]        -0.734596  0.003525   0.344006   0.344955    -1.281520    -0.727377    -0.172239   9760.110  3109.260    83.04780  1.001480
theta[76,3]        -0.801994  0.004167   0.415312   0.421511    -1.515110    -0.787614    -0.138883  10376.800  2728.500    88.29510  0.999863
theta[77,1]        -0.456131  0.005172   0.470176   0.452964    -1.221340    -0.456214     0.330162   8407.400  2814.010    71.53780  1.000650
theta[77,2]        -2.339990  0.004720   0.433155   0.419712    -3.088210    -2.318190    -1.646170   8918.240  2865.770    75.88440  1.002820
theta[77,3]        -1.232140  0.004744   0.446691   0.457541    -1.975890    -1.223500    -0.534080   9408.380  3000.370    80.05490  1.004860
theta[78,1]         0.123865  0.005317   0.507719   0.504453    -0.699898     0.109029     0.983491   9353.830  2745.190    79.59080  1.001610
theta[78,2]         0.621843  0.003246   0.317548   0.311678     0.098072     0.624251     1.153990   9805.490  2456.290    83.43390  1.000430
theta[78,3]         0.352084  0.003962   0.413737   0.416039    -0.324034     0.349488     1.031300  11319.300  2514.450    96.31470  1.006240
theta[79,1]        -0.552206  0.005774   0.476973   0.461634    -1.331840    -0.554196     0.252847   7110.630  3267.380    60.50370  0.999752
theta[79,2]        -3.546060  0.006665   0.596153   0.590636    -4.576570    -3.511890    -2.614110   8902.020  2707.390    75.74640  1.000760
theta[79,3]        -2.263840  0.006546   0.579789   0.566295    -3.263250    -2.236990    -1.367610   8355.760  2379.780    71.09830  1.000910
theta[80,1]        -0.868494  0.004816   0.460933   0.465082    -1.612140    -0.872453    -0.111477   9361.040  3089.640    79.65220  1.003570
theta[80,2]        -1.470200  0.003923   0.376375   0.378647    -2.097640    -1.463780    -0.857638   9851.150  2731.120    83.82250  1.001460
theta[80,3]        -2.146610  0.005759   0.546582   0.539114    -3.086030    -2.124760    -1.275550   9592.180  3097.110    81.61890  1.000370
theta[81,1]        -1.109840  0.005324   0.483576   0.478615    -1.892530    -1.111610    -0.337953   8501.640  2746.380    72.33960  1.000810
theta[81,2]        -0.499800  0.003184   0.332470   0.343904    -1.057050    -0.491101     0.034886  11101.600  2664.410    94.46260  1.000620
theta[81,3]        -0.836486  0.004652   0.417122   0.402476    -1.536310    -0.831512    -0.160678   8236.890  2619.710    70.08690  1.000220
theta[82,1]         0.548289  0.005808   0.548516   0.548445    -0.313647     0.530021     1.465280   9319.120  3088.550    79.29540  1.001130
theta[82,2]        -1.518900  0.003574   0.372827   0.370474    -2.148260    -1.506150    -0.934573  11617.800  2905.430    98.85440  1.002030
theta[82,3]        -1.530180  0.004994   0.477447   0.476274    -2.326750    -1.514890    -0.775000   9682.040  3327.190    82.38350  1.003380
theta[83,1]        -0.640015  0.005470   0.480024   0.483894    -1.433170    -0.639646     0.146560   7788.370  2784.920    66.27050  1.002030
theta[83,2]        -3.141860  0.006207   0.532060   0.542527    -4.052460    -3.118080    -2.310040   7745.620  2927.950    65.90670  1.002260
theta[83,3]        -0.762993  0.004168   0.421141   0.404352    -1.491290    -0.754657    -0.086658  10685.400  2654.390    90.92070  1.000930
theta[84,1]        -0.589503  0.005269   0.462392   0.458814    -1.334940    -0.588348     0.177494   7878.250  2906.250    67.03520  1.002150
theta[84,2]        -1.550380  0.003906   0.377261   0.385727    -2.192500    -1.543040    -0.950530   9923.760  2996.810    84.44030  1.002030
theta[84,3]        -1.026570  0.004419   0.439264   0.443818    -1.777840    -1.012130    -0.329842  10670.900  2911.760    90.79740  1.002300
theta[85,1]        -0.742755  0.005004   0.474290   0.484830    -1.512560    -0.740933     0.039700   9133.980  2937.260    77.72010  1.002580
theta[85,2]        -0.822654  0.003343   0.350179   0.352278    -1.400250    -0.818683    -0.241621  11297.600  2610.650    96.13010  1.004020
theta[85,3]        -0.993077  0.004326   0.410674   0.405469    -1.666110    -0.988606    -0.334045   9340.920  3025.030    79.48090  1.000870
theta[86,1]         1.689340  0.007223   0.648596   0.647832     0.659531     1.661360     2.773340   8728.070  2631.800    74.26630  1.000900
theta[86,2]        -0.830201  0.003520   0.346337   0.355853    -1.402940    -0.821633    -0.261639   9912.230  2811.050    84.34220  1.001110
theta[86,3]         1.508930  0.005465   0.502856   0.512115     0.716366     1.500280     2.363350   9033.240  3305.320    76.86290  0.999400
b1                  0.418832  0.002081   0.136157   0.138338     0.204162     0.417786     0.647506   4394.660  3278.510    37.39370  1.000430
b2                  0.226468  0.002019   0.134596   0.135293     0.011975     0.224006     0.449761   4507.100  3710.000    38.35040  1.000350
g1                  0.317681  0.002712   0.158244   0.154743     0.064512     0.316838     0.578353   3434.710  3101.120    29.22560  1.001130
gamma_M             0.543719  0.003025   0.242062   0.245128     0.145165     0.544415     0.943400   6460.120  3042.310    54.96850  1.001160
gamma_Y             0.088294  0.003226   0.256523   0.259783    -0.337207     0.088090     0.515691   6415.560  3392.270    54.58930  1.000460
alpha_M            -0.921106  0.002770   0.205340   0.203380    -1.261140    -0.917317    -0.581884   5567.080  2850.820    47.36970  1.000350
alpha_Y            -0.656547  0.003467   0.237387   0.235325    -1.045810    -0.654625    -0.264029   4714.450  3335.700    40.11480  1.000460
delta[1,1]         -2.199160  0.008311   0.712675   0.718230    -3.414960    -2.174980    -1.102980   7513.300  3554.400    63.92990  1.000510
delta[1,2]         -1.801730  0.005792   0.430152   0.424034    -2.523610    -1.784280    -1.112240   5691.770  3261.930    48.43070  0.999881
delta[1,3]         -0.290267  0.004252   0.328548   0.327096    -0.852031    -0.292829     0.253723   6076.390  3065.750    51.70340  1.001000
delta[1,4]          0.450353  0.003932   0.321008   0.317270    -0.087571     0.453419     0.977496   6744.830  3414.580    57.39110  0.999840
delta[2,1]         -2.911070  0.010169   0.794528   0.790663    -4.330930    -2.860480    -1.721470   7008.890  2202.560    59.63790  1.003370
delta[2,2]         -1.387860  0.004834   0.400507   0.406843    -2.058360    -1.376010    -0.754281   6982.000  3442.190    59.40910  0.999828
delta[2,3]         -0.500899  0.004177   0.314737   0.322331    -1.023940    -0.502746     0.009971   5842.440  3149.590    49.71270  1.000520
delta[2,4]          1.155640  0.004247   0.337369   0.336865     0.616109     1.147030     1.718950   6366.300  3378.570    54.17020  1.000310
delta[3,1]         -1.504820  0.006960   0.568598   0.571595    -2.470130    -1.494110    -0.592894   6801.650  2930.280    57.87450  1.001230
delta[3,2]         -1.461160  0.005435   0.449199   0.441534    -2.208840    -1.447930    -0.732802   6987.650  3291.950    59.45720  1.001500
delta[3,3]         -0.277992  0.004267   0.335314   0.323811    -0.837843    -0.281254     0.269717   6269.480  3156.660    53.34640  0.999779
delta[3,4]          0.252052  0.004195   0.318684   0.314303    -0.280518     0.251368     0.776190   5867.070  3052.290    49.92230  1.000690
delta[4,1]         -3.553400  0.013060   1.013260   0.938332    -5.353790    -3.465220    -2.051020   7371.840  2948.000    62.72620  0.999938
delta[4,2]         -1.353200  0.005471   0.432950   0.430689    -2.078680    -1.340790    -0.645159   6328.700  3250.690    53.85030  0.999454
delta[4,3]         -0.883002  0.004460   0.336208   0.337709    -1.457820    -0.878165    -0.339858   5737.690  3429.920    48.82140  1.000360
delta[4,4]          0.694251  0.004108   0.309940   0.310185     0.198047     0.687141     1.213110   5755.670  3116.840    48.97440  0.999590
delta[5,1]         -2.775770  0.006007   0.424982   0.408281    -3.494920    -2.760470    -2.085600   5073.110  2975.480    43.16660  1.000780
delta[5,2]         -0.656513  0.004263   0.287020   0.299146    -1.117290    -0.659129    -0.180775   4510.100  3113.140    38.37600  1.001640
delta[5,3]          0.554044  0.004740   0.346382   0.351128    -0.006610     0.551645     1.121710   5420.710  3208.070    46.12430  1.001870
delta[5,4]          1.051540  0.006318   0.474066   0.463659     0.278980     1.045060     1.846770   5769.820  3141.630    49.09480  1.002810
delta[6,1]         -1.700230  0.005134   0.362340   0.363489    -2.301930    -1.698370    -1.113090   5010.910  2811.310    42.63730  1.001730
delta[6,2]         -1.013530  0.004707   0.297415   0.298036    -1.510130    -1.006790    -0.533477   4031.260  2898.360    34.30160  1.000420
delta[6,3]          0.971728  0.004883   0.343692   0.341787     0.427413     0.970361     1.535540   5009.520  3227.790    42.62550  1.000720
delta[6,4]          2.190080  0.007965   0.660120   0.638481     1.177280     2.163040     3.334430   7517.020  3055.670    63.96150  1.001530
delta[7,1]         -1.933550  0.005137   0.365733   0.363850    -2.545580    -1.922910    -1.335230   5182.380  3422.910    44.09640  1.001350
delta[7,2]         -0.672356  0.004299   0.291515   0.298208    -1.150810    -0.673073    -0.200041   4647.360  3606.410    39.54390  1.000180
delta[7,3]          0.785818  0.005107   0.356163   0.346037     0.216658     0.780452     1.394460   4919.920  3244.570    41.86310  1.001300
delta[7,4]          1.089410  0.005571   0.484399   0.485832     0.293095     1.085360     1.897850   7437.040  2956.610    63.28100  1.000100
delta[8,1]         -1.730290  0.004993   0.347886   0.343262    -2.314070    -1.732010    -1.159310   4904.320  3351.290    41.73040  0.999996
delta[8,2]         -0.596572  0.004333   0.295576   0.299926    -1.085760    -0.594017    -0.122101   4662.340  2929.330    39.67140  1.000760
delta[8,3]          0.621190  0.004926   0.366621   0.365791     0.014159     0.617294     1.227290   5611.760  3214.250    47.74990  0.999953
delta[8,4]          1.173550  0.006282   0.497880   0.478857     0.383465     1.162380     2.010300   6394.600  2413.090    54.41100  1.001250
delta[9,1]         -1.863400  0.005051   0.321152   0.324245    -2.394160    -1.859500    -1.335350   4056.210  2914.750    34.51390  1.000970
delta[9,2]          0.546394  0.004761   0.344374   0.338747    -0.013235     0.540146     1.123470   5298.710  3165.070    45.08620  1.000960
delta[9,3]          0.165623  0.005143   0.410743   0.411050    -0.512559     0.167554     0.843726   6512.490  3071.970    55.41410  1.000770
delta[9,4]          2.330120  0.008019   0.671450   0.662115     1.293290     2.285260     3.499340   7469.540  3271.510    63.55750  1.001100
delta[10,1]        -2.169360  0.005436   0.357152   0.351649    -2.757040    -2.173030    -1.580160   4310.740  2844.000    36.67970  0.999691
delta[10,2]        -0.420962  0.004253   0.282149   0.275712    -0.891565    -0.416990     0.036655   4476.530  3374.790    38.09030  1.000940
delta[10,3]         0.912866  0.005466   0.368656   0.364192     0.322277     0.909109     1.533670   4642.940  3214.110    39.50630  1.001120
delta[10,4]         2.151790  0.008475   0.673578   0.661164     1.066890     2.124500     3.293100   6531.880  2984.090    55.57910  1.001490
