PCM-SEM MCMC 진단 리포트
N=86, scenario=medium, elapsed=57.8s
chains=4, warmup=1000, sampling=1000
adapt_delta=0.9, max_treedepth=12

=== 파라미터 요약 ===
                     Mean      MCSE    StdDev       MAD        5%       50%       95%  ESS_bulk  ESS_tail  ESS_bulk/s    R_hat
delta[11,1]        -1.527960  0.005187   0.380532   0.379458    -2.153620    -1.531000    -0.907973   5457.470  3086.020    46.43710  1.002260
delta[11,2]        -1.129970  0.004549   0.334474   0.334307    -1.688730    -1.129870    -0.600212   5487.930  3214.930    46.69630  1.002230
delta[11,3]        -0.200239  0.004479   0.298514   0.303302    -0.677384    -0.203325     0.295023   4448.310  3176.300    37.85020  1.001450
delta[11,4]         3.164540  0.009157   0.735114   0.697231     2.062230     3.103540     4.473820   7163.790  2732.300    60.95590  1.002280
delta[12,1]        -1.606480  0.005390   0.368991   0.369140    -2.221400    -1.609030    -1.003150   4663.760  2494.470    39.68350  1.000210
delta[12,2]        -1.026180  0.004155   0.293593   0.293554    -1.511630    -1.023870    -0.544918   5001.720  3576.820    42.55910  0.999941
delta[12,3]         1.380580  0.005405   0.397847   0.390873     0.742583     1.371870     2.039640   5504.410  3479.420    46.83640  1.001740
delta[12,4]         1.265520  0.007049   0.606804   0.578308     0.304905     1.248170     2.289760   7666.720  2994.130    65.23530  1.001150
delta[13,1]        -1.631010  0.005072   0.345863   0.338722    -2.204890    -1.632990    -1.060450   4710.330  3029.150    40.07970  0.999999
delta[13,2]        -0.661402  0.004232   0.296957   0.297593    -1.146340    -0.664702    -0.172074   4958.800  3200.520    42.19390  1.001360
delta[13,3]         0.857238  0.005252   0.362722   0.369906     0.278476     0.843307     1.456040   4957.240  3370.830    42.18070  1.000480
delta[13,4]         2.214830  0.008193   0.677493   0.666817     1.163360     2.170930     3.379850   7172.610  3117.620    61.03100  1.000730
delta[14,1]        -1.614960  0.005099   0.349327   0.343478    -2.197800    -1.614150    -1.054810   4753.540  2973.190    40.44740  1.003420
delta[14,2]        -0.638807  0.004139   0.303133   0.289026    -1.117270    -0.648668    -0.126535   5376.680  2840.150    45.74970  1.001210
delta[14,3]         0.636218  0.005010   0.359636   0.354196     0.065682     0.631492     1.239800   5250.660  3154.450    44.67740  1.000300
delta[14,4]         1.172880  0.005977   0.506579   0.493291     0.353070     1.159640     2.020970   7405.930  2898.120    63.01630  1.000010
delta[15,1]        -1.812070  0.005042   0.323338   0.315888    -2.344550    -1.810870    -1.294170   4144.030  3023.800    35.26110  1.001110
delta[15,2]        -0.534247  0.004421   0.278414   0.269354    -0.993367    -0.536174    -0.066887   4011.130  3186.200    34.13030  1.000780
delta[15,3]         1.741940  0.005711   0.459250   0.450444     1.029180     1.728770     2.538420   6825.010  3167.460    58.07330  1.001380
delta[15,4]         0.937967  0.007087   0.614607   0.609124    -0.070457     0.934050     1.952680   7623.630  3277.740    64.86870  1.001220
delta[16,1]        -1.897000  0.005679   0.344798   0.343981    -2.456870    -1.891470    -1.329080   3701.410  2895.180    31.49500  1.000910
delta[16,2]        -0.782400  0.005023   0.302496   0.295419    -1.283630    -0.778953    -0.280180   3662.080  3322.920    31.16030  1.000310
delta[16,3]         0.429328  0.005408   0.349077   0.337987    -0.144229     0.432987     1.007290   4129.670  3357.900    35.13890  1.000530
delta[16,4]         2.199560  0.008530   0.626960   0.610080     1.228820     2.172360     3.286900   5649.330  3177.610    48.06960  1.002190
delta[17,1]        -1.260340  0.005073   0.295420   0.288322    -1.746690    -1.264550    -0.771847   3417.000  2765.460    29.07490  1.000350
delta[17,2]         0.221381  0.005632   0.356970   0.348498    -0.352597     0.205799     0.821221   4101.700  3328.830    34.90100  1.000870
delta[17,3]         0.224380  0.006203   0.446186   0.433732    -0.502302     0.213211     0.980493   5229.930  2939.100    44.50090  1.002230
delta[17,4]         0.883258  0.007258   0.522912   0.514505     0.030630     0.884166     1.737920   5306.920  2757.800    45.15600  0.999784
delta[18,1]        -1.217920  0.005219   0.335658   0.333733    -1.772680    -1.218480    -0.659567   4147.310  3379.320    35.28910  1.002490
delta[18,2]        -0.897647  0.005141   0.341781   0.340154    -1.467110    -0.904326    -0.333367   4427.060  2989.130    37.66940  1.001580
delta[18,3]        -0.111088  0.005104   0.337881   0.340488    -0.671666    -0.110594     0.443729   4441.160  3251.840    37.78940  0.999914
delta[18,4]         1.778350  0.007679   0.523065   0.516541     0.949527     1.757850     2.684550   4758.500  3255.850    40.48960  0.999772
delta[19,1]        -1.357470  0.004968   0.315525   0.312363    -1.869040    -1.364610    -0.832263   4056.850  2813.480    34.51930  1.000020
delta[19,2]        -0.584695  0.004977   0.308784   0.313285    -1.096650    -0.583195    -0.082662   3879.890  2821.130    33.01360  1.000670
delta[19,3]         0.634134  0.005752   0.375996   0.372536     0.024408     0.626570     1.254030   4353.760  3569.170    37.04570  1.000890
delta[19,4]         2.062960  0.009255   0.665012   0.658461     1.023790     2.026310     3.206060   5293.730  3207.100    45.04380  1.000360
delta[20,1]        -1.016430  0.005262   0.335302   0.343512    -1.550380    -1.017400    -0.481321   4073.720  2951.240    34.66290  1.001740
delta[20,2]        -0.868595  0.005199   0.333996   0.333894    -1.413820    -0.872476    -0.329295   4140.560  2691.010    35.23160  1.000880
delta[20,3]         0.239341  0.005360   0.360108   0.363770    -0.349424     0.241241     0.823009   4518.540  3078.490    38.44780  1.001440
delta[20,4]         1.599420  0.007520   0.527477   0.514667     0.758002     1.581290     2.497540   4948.590  2761.540    42.10710  1.001130
delta[21,1]        -1.268730  0.005134   0.311380   0.316701    -1.772260    -1.265960    -0.753666   3707.980  3381.250    31.55080  0.999898
delta[21,2]        -0.582330  0.005135   0.317516   0.314601    -1.105680    -0.584569    -0.058238   3900.860  2952.090    33.19210  1.000300
delta[21,3]         0.811233  0.005777   0.417355   0.400913     0.126184     0.802058     1.512950   5317.400  3085.380    45.24530  0.999587
delta[21,4]         0.761295  0.007143   0.531472   0.512212    -0.098127     0.760872     1.638710   5590.180  2680.720    47.56630  0.999996
indirect_effect     0.093164  0.000963   0.064703   0.059088     0.003889     0.086017     0.206827   4824.290  3125.320    41.04940  1.000240
total_effect        0.410845  0.002464   0.146668   0.145896     0.175207     0.410863     0.649062   3570.290  3243.890    30.37920  1.001040
prop_mediated       0.256954  0.009782   0.604586   0.158940     0.005997     0.217897     0.678822   4148.140  2903.520    35.29610  1.000330
