lp__,b1,b2,g1,gamma_M,gamma_Y,alpha_M,alpha_Y,indirect_effect,total_effect,prop_mediated
-614.62105,0.47262239,1.1067726,0.51082281,0.17152476,-0.079822332,-5.8898553,-0.68531036,0.52308553,1.0339083,0.50593027
-626.52317,0.75526372,1.0193414,0.31396273,0.017181417,0.13886708,-5.6235415,-1.6860571,0.76987161,1.0838343,0.71032221
-608.4236,0.669602,0.93026211,0.29642211,-0.24482042,0.038765321,-5.6444236,-2.3042076,0.62290537,0.91932748,0.67756636
-568.86424,0.47405393,1.2093694,0.19860166,0.27205262,0.14858644,-6.2949526,-0.93480606,0.5733063,0.77190796,0.74271329
-564.77477,0.74003762,0.8378067,0.49146452,0.15324545,0.040688856,-5.8816644,-3.1833373,0.62000847,1.111473,0.55782595
-569.5689,0.61904831,1.1327792,0.073628,0.2898083,0.15428366,-5.412708,-2.0426956,0.70124502,0.77487302,0.90498056
-570.87688,0.47414775,0.56051213,0.55898977,0.13781878,0.006019672,-6.1671597,-4.0369384,0.26576556,0.82475534,0.32223564
-587.72854,0.75771947,1.0518639,0.27500881,0.26562894,0.15801969,-5.4098441,-1.1056675,0.79701779,1.0720266,0.7434683
-589.65442,0.7045545,0.8733282,0.16105381,0.231791,0.0045677734,-5.892264,-1.7714084,0.61530731,0.77636112,0.79255297
-572.18837,0.71454683,1.0244588,-0.075596474,0.23174359,0.0088235089,-5.7622338,-1.4182074,0.73202378,0.65642731,1.1151635
-587.94209,0.84616592,0.61988927,0.60530671,0.15676464,0.16423418,-5.5937442,-2.7058575,0.52452918,1.1298359,0.46425254
-581.74243,1.0289264,0.87576757,-0.0095632703,0.24786565,0.061602504,-5.0679421,-2.0679081,0.90110034,0.89153707,1.0107267
-573.11134,0.49636535,0.73339627,0.3769228,0.27444864,0.094484699,-6.1647404,-1.8849389,0.36403249,0.74095529,0.49130157
-572.96261,0.65600502,0.74111169,0.11186337,0.24803477,0.12464528,-5.9084145,-2.1830875,0.48617299,0.59803636,0.81294888
-597.57638,0.54112101,0.80243683,0.16853058,0.36397252,-0.060430392,-6.5158094,-1.2860954,0.43421542,0.602746,0.72039536
-601.66507,0.83687345,0.91673429,0.4654494,0.040441644,-0.037917456,-6.0019145,-0.060506984,0.76719059,1.23264,0.62239632
-595.30585,0.73804589,0.84145443,0.23630195,0.21401914,0.012642977,-6.0339733,-1.327254,0.62103199,0.85733394,0.72437583
-603.44854,0.8972764,0.87892801,0.34932067,0.23188212,0.06579685,-5.9014084,-1.0584279,0.78864136,1.137962,0.69302959
-588.20914,1.1027772,0.7349835,0.22868979,0.24420076,0.019831944,-5.5155575,-2.0583145,0.81052305,1.0392128,0.77993941
-584.14634,0.53740129,1.1113818,-0.022966912,0.29002825,0.16279443,-6.3145354,-1.2498474,0.59725803,0.57429112,1.0399918
-592.23333,0.69270782,1.0373454,0.30823234,0.21506063,0.04892114,-6.1066242,-0.87372622,0.71857727,1.0268096,0.69981549
-614.47767,1.0145731,1.0585862,0.02229474,0.20684293,0.32566389,-5.6689356,-0.87671154,1.0740131,1.0963079,0.9796638
-611.87583,1.0854075,1.0881218,0.11807876,0.18973336,0.18231532,-5.5358069,-0.52256158,1.1810555,1.2991343,0.90910966
-588.12746,1.1672602,0.92122024,0.50246765,0.4460998,0.047121504,-5.3515383,-1.0570405,1.0753037,1.5777713,0.68153329
-561.95829,0.94756875,0.83641125,-0.11841934,-0.048671028,0.13300881,-5.9078151,-2.1696995,0.79255716,0.67413781,1.1756604
-552.55474,1.0020439,0.86150192,0.13866169,0.43228901,-0.089803435,-5.624847,-0.97966847,0.86326276,1.0019244,0.86160464
-556.29768,0.99200107,0.61563831,0.43647563,0.03557353,0.29843269,-5.745762,-1.6560302,0.61071387,1.0471895,0.58319327
-559.36747,0.74193416,0.5714424,0.37440412,0.41410486,0.11295295,-6.1367693,-2.3916732,0.42397264,0.79837676,0.53104331
-577.68275,0.67992167,0.70198217,0.46568311,0.35271993,0.15357893,-6.0996613,-1.7191004,0.47729289,0.94297599,0.50615592
-578.30242,0.50660403,0.85358618,0.18679483,0.28498572,0.16725671,-6.5644674,-1.085651,0.4324302,0.61922503,0.69834095
-571.49908,0.80784127,0.78717492,0.37607821,0.34853363,0.016683239,-6.1040914,-1.2120312,0.63591239,1.0119906,0.62837776
-562.01471,0.5280409,0.71315642,0.10428124,0.03874136,0.17996447,-6.3840745,-2.6664421,0.37657576,0.480857,0.7831346
-591.39327,0.5035015,0.9612091,-0.052411289,0.24555322,0.49910667,-5.7517007,-2.1247049,0.48397022,0.43155893,1.1214464
-616.24624,0.9696751,0.547108,0.56887335,0.26045425,-0.24527715,-4.7632079,-3.6870155,0.530517,1.0993903,0.48255563
-593.79793,0.59937963,1.010583,0.11013311,0.074472125,0.22890182,-6.4929572,-0.73947476,0.60572286,0.71585597,0.84615186
-593.69344,0.6467048,0.74259127,0.35180305,0.30860746,-0.024400794,-6.1845998,-2.7249093,0.48023733,0.83204038,0.57718032
-585.71596,0.9075472,1.0097625,0.33309193,-0.14222324,0.10269814,-5.8783633,-1.6305858,0.91640709,1.249499,0.73341961
-584.06306,1.0137508,0.87746082,0.33193066,0.36509886,0.43792359,-5.596711,-2.5936887,0.8895266,1.2214573,0.72825028
-573.68953,0.8946156,0.90441702,0.32349695,0.42327309,0.064440023,-5.4734357,-2.7040768,0.80910557,1.1326025,0.71437733
-581.35713,0.95269425,0.9045363,0.62252517,0.22435274,-0.19156649,-5.6345248,-2.3941059,0.86174653,1.4842717,0.58058544
-601.74514,0.55549151,0.99776156,0.38297172,0.050206659,0.089136222,-6.5561075,-1.0177912,0.55424808,0.9372198,0.5913747
-573.84144,0.78425,0.65745724,0.14503278,0.16577492,0.11635275,-6.3991858,-2.9688158,0.51561084,0.66064362,0.78046745
-581.41174,0.79321371,1.1775357,0.39376196,0.27651642,0.10360172,-6.1867918,1.4244161,0.93403743,1.3277994,0.7034477
-571.96194,0.51664279,0.67999663,0.22592469,0.051151932,-0.085042908,-6.7586587,-2.2676706,0.35131535,0.57724004,0.60861224
-556.45451,0.71521076,0.68149998,0.56553531,0.28333253,0.30597331,-6.3171568,-1.0720296,0.48741612,1.0529514,0.46290465
-571.48976,0.57611259,0.88003398,0.027903461,0.13976995,0.086886799,-6.8355593,-0.95207554,0.50699866,0.53490212,0.94783445
-571.8669,0.57598466,0.72180545,0.31150849,0.19990759,-0.097094946,-6.9151333,-1.4344941,0.41574887,0.72725735,0.57166678
-572.48723,1.0607458,0.69761741,0.49121179,0.34727098,0.13978125,-5.8213023,-1.239917,0.73999474,1.2312065,0.60103218
-552.29724,0.59496295,0.66064255,0.15360326,0.20496591,0.012289487,-6.2400552,-1.6415309,0.39305784,0.5466611,0.71901557
-579.01018,0.93082266,0.48799914,0.028081115,0.26717345,-0.0023879037,-5.684418,-2.6162713,0.45424066,0.48232178,0.94177929
-577.8445,0.77881439,0.68775847,0.23758875,0.250613,-0.032327213,-5.8345144,-1.1755509,0.53563619,0.77322494,0.6927301
-565.89566,0.41888867,0.75904368,0.15172845,0.41786658,-0.054157633,-6.2651427,-0.97044847,0.3179548,0.46968325,0.6769558
-606.86817,1.0460499,0.80809216,0.36745958,-0.055951013,-0.13048903,-5.2243147,-0.38026887,0.84530474,1.2127643,0.6970066
-594.44319,0.53862588,0.53309511,0.25208873,0.43042198,0.33259122,-5.6709443,-3.6583537,0.28713882,0.53922756,0.53250028
-588.70499,0.85547278,1.1396716,0.21770288,-0.024519741,0.016465803,-5.1999427,0.13833814,0.97495807,1.192661,0.81746457
-575.17165,0.7383886,1.1262141,0.21520141,0.093728872,0.089331874,-5.4726237,0.27173721,0.83158368,1.0467851,0.79441682
-570.10049,0.80184304,1.0461727,0.39570701,0.14924811,-0.22846889,-5.3386245,-0.087116622,0.83886627,1.2345733,0.67947872
-574.60743,0.63538871,0.92475915,0.29425345,0.30785069,0.47057935,-5.5982934,-2.558321,0.58758153,0.88183498,0.66631688
-565.54793,1.0258016,0.84832415,0.45877127,0.14750059,-0.3084744,-5.0880313,-2.0326647,0.87021228,1.3289835,0.65479537
-587.43988,0.6906794,0.80157595,0.13500413,0.67556275,0.29310904,-6.1758413,-2.566867,0.55363199,0.68863613,0.80395433
-564.02522,1.0555916,0.67119294,0.42564686,-0.014312,0.071086469,-5.6559175,-2.6572823,0.70850564,1.1341525,0.62470051
-582.86791,0.72961897,0.82480289,0.5221329,0.52485353,0.31391581,-6.2941438,-1.7169944,0.60179184,1.1239247,0.53543784
-567.76754,0.93377354,0.7971302,0.24415019,-0.16286985,-0.12100879,-5.9139775,-1.9759005,0.74433909,0.98848928,0.75300674
-576.76962,0.83579117,0.68429555,0.63029333,0.50169328,0.30181161,-6.171958,-2.0606489,0.57192818,1.2022215,0.47572613
-592.54392,0.85414681,0.72573381,0.56464311,0.46182334,0.40438876,-6.08292,-1.6350769,0.61988322,1.1845263,0.52331738
-591.21239,0.9237563,0.89918644,0.020745587,0.067309916,-0.16217737,-5.5965869,-1.7364012,0.83062914,0.85137473,0.97563284
-581.88941,0.92900884,0.90323695,-0.013460822,0.087854049,-0.16796077,-5.4669271,-1.691066,0.83911511,0.82565429,1.0163032
-575.13377,0.82736423,0.68795821,0.36886157,0.24232086,0.34824104,-5.5013408,-2.3286517,0.56919202,0.93805358,0.60677985
-593.88049,0.71047248,0.85483276,0.57385349,-0.064898255,0.14621439,-5.7614569,-0.83632434,0.60733515,1.1811886,0.51417287
-580.0728,0.79960558,0.70952475,0.26160326,0.48842741,0.096148256,-5.8304546,-1.8531573,0.56733995,0.82894321,0.68441353
-603.95787,0.62395564,0.58645175,0.45695292,0.38416774,-0.090861655,-5.9576697,-2.5944726,0.36591987,0.82287279,0.44468584
-607.73831,0.67127446,0.95644032,-0.15865734,0.083577991,0.19988682,-6.325544,-1.1228742,0.64203396,0.48337662,1.3282272
-600.35378,0.64392292,0.77569485,0.097516529,0.39117624,-0.11452571,-5.7902481,-2.0760597,0.49948769,0.59700422,0.83665688
-601.91675,0.53449871,0.9067366,0.023964198,0.50135558,-0.0014796035,-5.890076,-1.5829384,0.48464954,0.50861374,0.95288331
-578.83854,0.85294953,0.64750405,0.40297977,-0.088548738,0.17970528,-5.9276066,-2.4712809,0.55228828,0.95526804,0.57815006
-582.06067,0.85605905,1.0156706,-0.040125293,0.48373618,0.0035284263,-6.0732924,-0.63920205,0.86947403,0.82934874,1.0483817
-581.95192,0.73161588,0.6980909,0.36984869,-0.2362833,0.20202227,-6.1462927,-2.4681615,0.51073439,0.88058308,0.57999569
-587.70395,0.45508808,1.0711588,-0.10190825,0.64461348,-0.040806861,-6.471635,-1.5879449,0.48747158,0.38556333,1.26431
-583.5565,0.5660385,0.89026522,0.09055429,0.33497386,0.15881728,-6.3922266,-2.3174357,0.50392439,0.59447868,0.84767445
-584.44552,0.62656745,0.89339434,0.047673186,0.088070488,-0.08922775,-6.3269115,-1.8803927,0.55977181,0.60744499,0.92151851
-569.44061,0.7481065,0.84357477,0.48132874,0.5030648,0.04277026,-6.0387676,-1.765725,0.63108377,1.1124125,0.56731092
-568.82346,0.89235418,0.87356298,0.151067,-0.12613326,0.15746472,-5.874884,-1.7071584,0.77952758,0.93059459,0.83766615
-584.9352,0.3556786,0.6443818,0.62841047,0.50476018,0.065984403,-7.0223651,-2.5462874,0.22919281,0.85760328,0.26724806
-586.89046,1.1410647,0.81380039,-0.061394743,-0.11302573,0.052446019,-5.5613178,-1.894649,0.92859888,0.86720414,1.0707962
-593.57157,1.188003,0.76966687,-0.064448828,-0.096299206,0.13854075,-5.4752863,-2.1021103,0.91436652,0.84991769,1.0758295
-574.30374,0.59018385,0.67470543,0.075686388,-0.40843265,0.33331471,-6.5298864,-2.4099635,0.39820025,0.47388663,0.84028588
-576.79817,0.55166631,0.6779407,0.12144833,-0.44702615,0.28513329,-6.5629305,-2.6977163,0.37399705,0.49544538,0.75487039
-577.30157,0.79247974,0.54678028,0.51665265,0.38427316,0.42455865,-5.9068559,-2.500411,0.43331229,0.94996494,0.45613504
-569.66831,0.86773834,0.58613416,0.38548442,0.019225332,-0.25633446,-5.6879207,-2.4264824,0.50861108,0.8940955,0.56885543
-577.47222,0.86222829,0.95701314,0.37602608,0.57394857,0.50550022,-5.2449876,-1.3312738,0.82516381,1.2011899,0.68695534
-573.48824,0.68326406,0.93457012,0.28787422,0.16794789,0.17955521,-5.8094082,-2.1707022,0.63855818,0.92643239,0.68926581
-587.97759,1.0472034,0.96165845,0.24542824,0.21886304,-0.029874131,-5.1734265,-1.7740688,1.007052,1.2524803,0.80404622
-575.51749,0.78115965,0.90571268,0.44632901,0.11349044,0.065036834,-5.9380368,-1.7933177,0.7075062,1.1538352,0.61317786
-582.06983,0.7646257,0.99241794,0.15538426,0.55130293,0.17182162,-5.450985,-1.5715128,0.75882826,0.91421253,0.83003486
-576.35767,0.54149592,1.0254444,0.43646683,-0.19861148,-0.058051085,-5.7800769,-2.1716275,0.55527399,0.99174082,0.55989829
-580.04885,0.60570887,1.3104886,0.40074149,-0.068523482,0.01611593,-5.7873975,-0.50141,0.79377459,1.1945161,0.66451562
-572.06432,0.5640382,1.1030636,0.1092762,0.64055342,0.21809778,-5.6919482,-2.1929325,0.62216999,0.73144619,0.85060254
-597.69304,0.7619418,1.14113,0.37592383,-0.17261419,0.12629032,-5.3054715,-1.268304,0.86947464,1.2453985,0.69814975
-603.39469,0.59321186,1.2810905,-0.12690727,0.014438751,0.24832439,-5.8136861,-1.5235751,0.75995806,0.63305079,1.2004693
-590.52653,0.70561,0.90076044,0.23312611,0.4507673,-0.046972342,-5.6191208,-2.9530766,0.63558557,0.86871168,0.73164156
-585.40754,0.66833397,1.1999528,0.36127893,-0.046623661,0.16741021,-5.9074476,-1.3597925,0.8019692,1.1632481,0.6894223
-588.18265,1.1152777,1.0925384,0.082821772,0.45975699,0.031709413,-5.0871496,-2.6030444,1.2184836,1.3013054,0.93635485
-602.45446,0.38884368,1.0276142,0.33359513,0.11720224,0.29160049,-6.0154177,-1.9271639,0.3995813,0.73317643,0.54500019
-603.72727,0.40295438,0.93225678,0.35970635,0.033694695,0.23975758,-6.2053481,-2.2937271,0.37565696,0.73536331,0.51084539
-602.79616,0.78817276,0.88662866,0.55426666,0.33929559,-0.037008939,-5.1533258,-2.8040608,0.69881656,1.2530832,0.55767769
-602.95223,0.89642266,1.0971935,0.41759479,-0.10929301,0.059392167,-4.9974719,-1.9262212,0.98354907,1.4011439,0.70196152
-601.78431,0.649773,0.91170727,0.25663653,0.52525369,0.1409779,-5.855801,-3.2715534,0.59240277,0.84903929,0.69773304
-604.50065,0.6371039,0.84494228,0.38770921,0.40762677,0.13533032,-6.1113361,-3.3167721,0.53831602,0.92602523,0.58131895
-558.76914,0.94760287,1.3347443,0.40348166,0.055049155,-0.0073873844,-5.097232,-0.22902353,1.2648076,1.6682892,0.75814646
-581.63346,0.70886732,1.0963218,-0.0063836884,0.21625005,0.052351013,-5.4415509,-2.6721289,0.77714671,0.77076302,1.0082823
-561.01396,0.78215505,1.035997,0.1494971,0.57592135,0.11400724,-5.3820818,-2.4995444,0.81031028,0.95980737,0.8442426
-592.25574,0.74100673,1.0367438,0.066972872,0.34280785,0.079631989,-5.4085038,-2.7139865,0.76823416,0.83520703,0.91981285
-593.86127,0.56217078,0.9231288,0.34865569,0.055539077,0.13724909,-6.1369669,-2.5379445,0.51895604,0.86761173,0.59814318
-588.14133,0.67927283,1.0346877,0.37660018,0.4229888,0.091816025,-5.7509336,-1.66806,0.70283523,1.0794354,0.65111374
-592.35019,0.99892054,1.0808443,0.28345611,-0.081180046,0.19121924,-5.2733875,-1.7754967,1.0796776,1.3631337,0.79205553
-568.86397,0.68930668,1.0112021,0.30218249,0.10855891,0.14426017,-5.8642222,-2.200207,0.69702835,0.99921085,0.69757885
-570.40223,0.71647373,1.1413026,0.3053506,0.28508311,0.054173733,-5.606223,-1.5856948,0.81771331,1.1230639,0.72810933
-561.06634,0.8685258,0.9594793,0.25783795,0.16124614,0.024022435,-5.3263949,-3.0740852,0.83333252,1.0911705,0.76370516
-582.59451,0.53305977,1.031606,0.1735466,0.21527654,0.34659169,-6.1349324,-1.7286303,0.54990764,0.72345424,0.76011393
-594.89403,0.33040784,1.1571958,0.027819041,-0.16565175,0.18030301,-6.4003056,-1.1839965,0.38234657,0.41016561,0.93217608
-576.82266,0.62246673,0.83059057,0.2258975,-0.16067337,0.61488839,-6.4115693,-2.8246557,0.517015,0.7429125,0.69592987
-574.34254,0.63493603,1.0500297,0.44839023,0.41716816,-0.13929648,-6.7488983,-1.5817113,0.6667017,1.1150919,0.59788945
-574.24072,0.7617218,1.0619121,0.10480855,0.13752532,0.30862108,-5.8688169,-1.2594493,0.80888159,0.91369014,0.88529092
-569.24472,0.48772198,0.65638148,0.49228232,0.28889464,-0.081715816,-5.9671263,-3.6116001,0.32013167,0.81241399,0.39404992
-558.96438,0.90162087,1.1126216,0.10974141,0.16030474,0.3192206,-5.4299243,-0.80233521,1.0031629,1.1129043,0.90139187
-574.21623,0.53677395,0.8708385,0.24362149,0.23883777,-0.11950313,-6.138797,-1.6281471,0.46744342,0.71106491,0.65738502
-585.75251,0.58555542,0.89198481,-0.0086217034,0.25936245,0.24627361,-6.0000367,-2.1972262,0.52230654,0.51368484,1.016784
-591.03272,0.66134657,0.81089669,0.1086831,0.36795871,-0.045397489,-6.1660043,-2.475923,0.53628374,0.64496684,0.83149041
-572.3682,0.85410664,0.91943843,0.25092782,0.053191977,0.26322343,-6.2600648,-1.8638459,0.78529847,1.0362263,0.75784457
-579.425,0.54288281,0.915164,0.63254383,0.49389658,-0.21125341,-6.4741444,-1.0811626,0.49682681,1.1293706,0.43991476
-590.54067,0.79910029,0.8199951,0.42645452,-0.29681369,0.27415563,-5.8709653,-2.2380027,0.65525832,1.0817128,0.60575996
-589.00722,0.91827485,0.96633567,0.27687497,0.64622073,-0.10365744,-5.4687808,-1.7892037,0.88736174,1.1642367,0.76218326
-584.47085,0.88373059,0.90968594,0.37867104,-0.10997649,0.27106809,-5.6599402,-0.47713213,0.80391729,1.1825883,0.67979471
-605.61103,0.82938049,0.8777565,0.44890844,0.32458707,-0.053236177,-6.2016151,-0.90357253,0.72799411,1.1769026,0.61856788
-590.01463,0.63234961,0.9936397,0.0657327,0.17692743,0.21754668,-6.1639641,-1.2437727,0.62832767,0.69406037,0.90529253
-594.00178,0.77273973,0.80364156,0.36439703,0.10786519,-0.045442704,-5.7542301,-1.9017315,0.62100576,0.98540279,0.630205
-579.53713,0.51022595,1.1765646,0.35243794,0.46801544,0.049446426,-6.3142661,0.25181334,0.60031382,0.95275176,0.63008419
-580.37277,0.98102852,0.66677533,0.30421491,-0.10964155,0.077374972,-4.9331483,-3.3271779,0.65412561,0.95834052,0.68256074
-566.67529,0.58100284,0.82830354,0.11827172,0.23540212,0.23919023,-5.8328053,-2.678151,0.4812467,0.59951843,0.80272212
-576.47931,0.7482576,0.8657071,0.24343893,0.1686846,0.18942422,-5.5776604,-2.1335101,0.64777192,0.89121084,0.72684474
-572.66518,0.71360896,0.948226,0.18549249,0.27397143,0.32300021,-5.7871648,-1.2465795,0.67666258,0.86215507,0.7848502
-560.03911,0.74112104,1.1177632,0.20447655,0.23181121,-0.38219416,-5.8208056,0.082705722,0.82839784,1.0328744,0.80203154
-553.14526,0.71323103,0.77205544,0.28456524,0.11793514,0.56607739,-5.4981819,-3.1904497,0.5506539,0.83521913,0.65929272
-560.43043,0.73257332,1.0586321,0.05993228,0.34799818,-0.36709845,-6.0446259,-0.68766584,0.77552563,0.83545791,0.92826415
-573.55715,0.663892,0.89542181,0.19643119,0.055660425,0.5655408,-5.9815874,-1.6881764,0.59446338,0.79089457,0.75163417
-573.38984,0.77393971,0.81567721,0.45698729,0.25917593,-0.15741954,-5.8775984,-1.6604671,0.63128498,1.0882723,0.58008
-585.73415,0.76355954,0.87638811,0.26413811,0.23878482,-0.028221775,-5.9046481,-1.5582101,0.6691745,0.9333126,0.7169886
-589.13462,0.4444532,0.76810524,0.22029288,0.16947496,0.26261448,-6.9779257,-2.5486206,0.34138683,0.5616797,0.60779627
-581.90775,0.8340624,0.95802119,0.4472756,0.17654233,-0.096048586,-5.4029108,-1.4705535,0.79904946,1.2463251,0.64112444
-566.44717,0.85353068,1.0126389,0.35889677,0.026082386,-0.14443319,-5.4699149,-1.3171502,0.86431833,1.2232151,0.70659554
-587.12724,0.66093987,0.93179594,0.36584544,0.96394137,0.081988315,-5.9340954,-1.5881532,0.61586108,0.98170652,0.62733727
-577.90386,0.89612486,0.90828031,0.55727398,-0.32561533,0.07900414,-5.8622388,-1.1058474,0.81393256,1.3712065,0.59358859
-587.18383,0.85724569,0.82910644,0.68274216,0.09815333,0.34879736,-6.1058167,-1.6299739,0.71074792,1.3934901,0.51004878
-595.56549,0.89412473,0.88256015,0.28973585,0.38868647,-0.20747401,-5.7165962,-1.6641003,0.78911886,1.0788547,0.73144127
-587.85331,0.88222133,0.75179011,0.19767254,-0.023756633,0.40675512,-5.8360693,-2.9710736,0.66324527,0.86091781,0.77039325
-581.45134,0.72183329,0.83484192,0.3809229,0.45127318,-0.21960345,-6.3854997,-0.7738543,0.60261669,0.98353958,0.61270202
-590.38679,0.69885009,0.75600837,0.44780217,0.0096454485,0.37173369,-6.9816031,-1.1003213,0.52833652,0.9761387,0.54125149
-598.31804,0.92984048,0.98597849,0.15043332,-0.092611856,0.28253508,-6.9114225,0.13767135,0.91680271,1.067236,0.859044
-611.69667,0.48931286,0.67678738,0.032075753,0.51442964,-0.062426435,-7.1577271,-3.5018854,0.33116077,0.36323653,0.91169458
-611.65942,0.83551031,0.9274401,0.24958994,0.62216954,-0.054431359,-6.372487,-1.2476176,0.77488576,1.0244757,0.756373
-582.86686,0.96333332,0.86696911,-0.069542165,-0.032633429,0.20917213,-6.3005832,-2.1344459,0.83518023,0.76563806,1.090829
-577.58329,0.62911606,0.93627307,0.45027964,0.42068658,0.0012118875,-7.0495193,-0.107663,0.58902442,1.0393041,0.56674889
-567.90473,0.84730641,0.84316092,0.11709573,-0.021162387,0.25920795,-6.5275598,-1.0068966,0.71441565,0.83151138,0.85917723
-571.95604,0.71027952,0.6950414,0.61984732,0.19929476,-0.0065441508,-6.631311,-1.817139,0.49367367,1.113521,0.44334474
-586.80018,1.0522472,0.98028588,0.18156377,0.26320221,0.20979173,-5.3071063,-0.56668862,1.0315031,1.2130669,0.85032666
-585.29323,1.0825228,1.0843972,0.03395437,0.32947851,0.12777545,-5.4763815,-0.21253541,1.1738847,1.2078391,0.97188833
-583.24359,0.43723789,0.81911036,0.32127475,0.15723645,-0.078579406,-6.9668232,-1.0525001,0.35814608,0.67942084,0.52713438
-563.11197,0.80630134,0.79855293,0.26243008,0.14106118,0.19043901,-6.4402918,-1.1815064,0.6438743,0.90630438,0.71043936
-580.54603,0.91084727,0.74874015,0.1839326,0.35714914,0.030491211,-6.4002194,-1.3853837,0.68198792,0.86592052,0.7875872
-588.10197,0.88057827,0.77425322,0.25089389,0.27448275,0.090295089,-6.2846816,-1.3518843,0.68179056,0.93268446,0.7309981
-564.14368,0.71475184,0.78618275,0.28682663,0.15885272,-0.069359442,-6.743975,-1.5942167,0.56192557,0.8487522,0.66206081
-587.70703,0.76272198,0.88587869,-0.099148036,0.43226777,-0.36006551,-6.5869088,-1.3624528,0.67567914,0.57653111,1.1719734
-590.9125,0.87157678,0.73797425,0.49503806,0.064079915,0.61312608,-6.3591212,-1.9329715,0.64320122,1.1382393,0.56508437
-584.62621,0.92466815,0.80113486,0.49768824,0.14805244,0.25694649,-6.2190037,-1.5816152,0.74078389,1.2384721,0.59814337
-592.2546,1.0580059,0.88216528,0.0050254573,0.080710509,0.43236308,-6.0810117,-1.364674,0.9333361,0.93836156,0.99464443
-594.22744,0.62343825,0.6875622,0.5716454,0.31029139,-0.20855112,-6.4067446,-1.47379,0.42865258,1.000298,0.42852488
-585.93968,0.85991728,0.81070117,0.050854026,-0.077019518,0.47429408,-5.522999,-1.5267917,0.69713594,0.74798997,0.93201242
-566.70517,0.97533298,0.73596398,0.42882271,0.18340022,0.12671815,-5.9275224,-0.88139664,0.71780995,1.1466327,0.62601562
-570.19775,0.97147267,0.5663558,0.43716457,0.096968516,0.2978218,-5.9478324,-1.9508187,0.55019918,0.98736376,0.55724061
-565.68484,1.0044667,0.52771818,0.4040062,0.069963179,0.30129977,-5.8732819,-2.0571318,0.53007536,0.93408156,0.56748295
-588.05392,0.92431051,0.48253007,0.60507639,0.27043615,0.1913148,-5.9998435,-2.1854744,0.44600762,1.051084,0.42433109
-592.17868,0.64538707,0.70617036,-0.079414885,0.095277183,0.10748105,-6.3605754,-2.1406783,0.45575322,0.37633834,1.2110199
-589.64715,0.94603951,0.56693509,0.31205935,0.26164241,0.12247022,-5.3068693,-3.1598737,0.53634299,0.84840234,0.63218
-580.35828,0.72264624,0.85476824,-0.16762524,0.070234202,0.14210584,-5.7732653,-1.3237382,0.61769505,0.45006981,1.3724428
-592.62211,0.70881884,0.81762803,0.45205396,0.2486986,-0.025368062,-5.1977261,-0.50884593,0.57955016,1.0316041,0.56179512
-594.4776,0.817888,0.80183822,0.55544412,0.26097472,0.040011011,-4.9635809,-0.55660217,0.65581386,1.211258,0.54143202
-580.22808,0.73391122,0.52090398,0.11466063,0.10314301,0.16486354,-4.9360944,-3.313616,0.38229728,0.49695791,0.76927496
-583.32809,0.48365215,0.47398233,0.83835282,0.222129,-0.032251133,-5.3776347,-2.3690763,0.22924257,1.0675954,0.21472795
-568.21498,0.59823026,0.65218932,0.32234275,0.25061723,0.30705741,-5.1038821,-2.2972327,0.39015938,0.71250214,0.54759047
-566.39103,0.91393238,0.52215732,0.43452158,0.11893099,-0.047743963,-4.6824579,-3.1293244,0.47721648,0.91173807,0.52341401
-565.45874,0.70883833,0.74501474,0.13083029,0.26682555,0.20853959,-5.5888629,-1.5428442,0.528095,0.65892529,0.80144898
-568.96104,0.61300182,0.74211138,0.40557963,0.14155567,0.04115789,-6.1702946,-1.3111732,0.45491562,0.86049526,0.52866721
-587.51194,0.94965923,0.64733981,-0.014885479,0.10962957,0.25865323,-5.4633646,-2.5075485,0.61475222,0.59986674,1.0248146
-590.36035,0.43002872,0.57401563,-0.033121144,0.18993829,-0.1429834,-6.7073848,-2.7069108,0.24684321,0.21372207,1.154973
-568.07968,0.82784306,0.53951279,-0.1455425,0.2145105,0.2392107,-5.6470695,-3.0950986,0.44663191,0.30108941,1.4833863
-579.18442,0.85509929,0.82689431,-0.094675709,0.25056548,-0.12443054,-5.4550319,-1.1420575,0.70707674,0.61240103,1.1545976
-571.04498,0.56618107,0.56459074,0.3589805,0.30757643,-0.015017349,-5.8645755,-2.3663581,0.31966059,0.67864108,0.47103041
-560.88077,0.97832661,0.71273792,0.52073787,0.096639907,0.26946981,-5.4972358,-1.503349,0.69729047,1.2180283,0.57247475
-559.3529,0.75266294,0.62601418,0.08649866,0.3005001,-0.039316798,-5.641116,-1.8080323,0.47117767,0.55767633,0.84489451
-563.0993,0.574159,0.47709957,0.68075021,0.19259584,0.23422163,-6.4511665,-1.992691,0.27393101,0.95468122,0.28693454
-562.68196,0.64782542,0.59225003,0.45017699,0.36055069,0.13378,-6.4572016,-1.6572437,0.38367462,0.83385161,0.46012338
-579.33029,0.76713811,0.73009429,0.074322254,-0.061317233,-0.19647032,-5.9367,-1.5147764,0.56008316,0.63440541,0.88284738
-577.391,0.8850788,0.51413953,0.43053943,0.48113949,0.39806499,-4.9654126,-3.4212864,0.455054,0.88559343,0.51384076
-582.35104,0.79893899,0.7426144,0.28896517,0.14851096,0.0082711261,-5.4002923,-2.0537907,0.5933036,0.88226878,0.67247489
