lp__,b1,b2,g1,gamma_M,gamma_Y,alpha_M,alpha_Y,indirect_effect,total_effect,prop_mediated
-594.16862,1.0190092,0.85491012,0.37997193,0.25086173,0.14860602,-5.2056504,-0.75752176,0.87116126,1.2511332,0.69629778
-584.61797,0.71616242,0.7766016,0.54850252,0.19820676,0.051336903,-5.9415849,-1.1872753,0.55617288,1.1046754,0.50347177
-555.35812,0.78029823,0.77487083,0.44423164,-0.0071452857,0.1393405,-5.589877,-1.796304,0.60463033,1.048862,0.57646321
-560.40262,0.93645806,0.83293147,0.42436059,0.4187824,0.066863516,-5.6120538,-0.58018822,0.78000539,1.204366,0.64764814
-569.00375,0.66526427,1.0632294,0.51405899,0.38099363,0.14329136,-5.8691072,0.81649238,0.70732852,1.2213875,0.57911884
-576.34798,0.61420632,1.0723527,0.52878027,0.44600076,0.30196778,-5.9069646,0.83785258,0.65864581,1.1874261,0.55468363
-587.86382,0.87421641,0.75830552,0.030831216,0.11355411,-0.11063392,-5.6881663,-2.4495621,0.66292313,0.69375435,0.95555889
-576.28287,0.87396465,0.89814305,0.55760772,0.043180974,0.40937193,-5.4415175,-0.76932479,0.78494528,1.342553,0.58466614
-591.81278,0.41830696,0.75424404,0.049230396,0.017656538,0.14032161,-6.3405053,-3.0960554,0.31550553,0.36473593,0.86502455
-612.06532,1.0502768,0.82230046,0.49771513,0.35310389,0.085462557,-5.6147061,-1.4904206,0.86364314,1.3613583,0.63439813
-601.15574,0.70442895,1.0297679,0.23505624,0.12801686,0.10320376,-5.9734333,0.072554354,0.72539832,0.96045457,0.75526563
-588.18461,1.0179606,0.90591213,0.2535665,0.50669076,0.18417855,-5.8017434,-0.80825918,0.92218282,1.1757493,0.78433626
-567.59609,0.70795114,0.97497818,-0.11611091,-0.079182518,-0.10946512,-7.0936643,-0.17761765,0.69023692,0.574126,1.2022394
-585.21017,0.76960465,0.93694644,0.11816969,0.28315371,0.25825028,-6.8634385,-0.63820919,0.72107834,0.83924804,0.85919574
-567.03603,0.78208534,0.63923407,0.17197149,0.33825452,0.19586228,-7.033444,-2.9131265,0.4999356,0.67190708,0.74405466
-592.87085,1.0175271,0.81249405,-0.083980075,0.096081339,-0.27843512,-6.2913126,-1.3516279,0.82673471,0.74275463,1.1130657
-584.17502,0.87734299,0.74371673,0.38131531,0.067390151,0.42074886,-6.8373379,-0.43351915,0.65249466,1.03381,0.63115532
-602.83572,0.66582035,0.86874533,0.04478779,0.032664341,0.25589873,-7.0501823,-0.68782769,0.57842832,0.62321611,0.92813442
-610.10643,1.0857833,0.81017824,0.039292834,0.27341786,0.071293,-6.3242345,-0.90508797,0.87967801,0.91897084,0.95724257
-566.89546,0.89944657,0.82930744,0.37971212,0.25127672,-0.05703505,-6.4419102,-0.055121435,0.74591773,1.1256299,0.66266698
-597.51829,0.64652865,0.92238254,0.039126939,0.089222672,0.15846402,-6.739883,-0.71060373,0.59634674,0.63547368,0.9384287
-582.01034,0.73859995,0.90168749,0.29147546,0.20729666,0.37711572,-6.4437993,-0.24329431,0.66598633,0.95746179,0.69557484
-581.58453,0.91582574,0.82980495,0.18215109,0.18329009,-0.11857826,-5.8299833,-0.60099213,0.75995673,0.94210782,0.80665579
-565.4528,0.59432723,0.62468155,0.52268999,0.29166871,0.15494547,-6.1715421,-1.1966016,0.37126526,0.89395525,0.41530631
-566.03137,0.70280782,0.50504828,0.40166,0.59378321,0.24083906,-5.9349309,-2.1924583,0.35495188,0.75661188,0.46913337
-578.77371,0.81018622,0.6995373,-0.03365776,0.13031402,0.11579209,-5.9613038,-1.6470636,0.56675548,0.53309772,1.0631362
-568.59087,0.89017161,0.70441739,-0.042262863,0.11153158,0.02782439,-5.6480714,-1.4858113,0.62705237,0.5847895,1.0722702
-581.48903,0.96974016,0.48284925,0.63502745,0.080863366,0.099618334,-5.9872671,-1.5955213,0.46823831,1.1032658,0.42441117
-569.34511,0.82359577,0.69334491,0.15554685,0.33547657,0.15729791,-5.9247703,-1.6235962,0.57103594,0.72658279,0.78591999
-564.23397,0.77412858,0.65025765,0.013874518,0.2102306,0.35772204,-5.7791457,-2.0677851,0.50338303,0.51725755,0.97317677
-572.63318,0.85937985,0.72101297,0.05941831,0.22781997,0.40305783,-5.5584209,-1.5006477,0.61962402,0.67904233,0.9124969
-592.04923,0.86540683,0.47030312,0.12449958,0.43454747,0.316515,-5.812615,-3.1056332,0.40700354,0.53150312,0.76575945
-584.36867,0.63597225,0.82269013,0.25549289,-0.10807572,-0.10161714,-5.7385446,-0.55117165,0.5232081,0.77870099,0.67189859
-610.93659,0.58796671,0.7497333,0.36003835,0.64440749,0.043472889,-5.2647792,-1.5075976,0.44081822,0.80085657,0.55043342
-576.48416,0.6603871,0.84824985,0.24818125,0.40738561,0.21141417,-5.1779928,-0.90956473,0.56017326,0.80835451,0.69297969
-575.05388,0.60668174,0.55456904,0.64568267,0.089306107,0.018601629,-5.5721898,-2.0336584,0.33644691,0.98212958,0.34256876
-593.07326,0.71746409,0.84675823,-0.15392165,0.33568964,0.060357937,-5.2187607,-1.3097669,0.60751862,0.45359697,1.3393357
-574.99373,0.87499811,0.53885806,0.68544286,-0.13509031,-0.049211676,-5.2067697,-2.265198,0.47149979,1.1569426,0.40753946
-574.52806,0.67536994,0.61624194,0.3811356,0.27833629,0.24628151,-5.4969428,-2.3039665,0.41619129,0.79732689,0.52198326
-570.26807,1.0405631,1.0274596,0.22317009,0.081838427,-0.090394457,-4.866135,-0.30038199,1.0691365,1.2923066,0.82730871
-555.9237,0.57528998,0.70148934,0.19370118,0.29658662,0.32996862,-6.1433032,-2.8739013,0.40355979,0.59726097,0.67568418
-549.0569,1.0178177,0.71664253,0.55601101,0.051754436,0.087182841,-5.1124675,-1.6607571,0.72941145,1.2854225,0.56744881
-564.8238,0.85703198,0.74430725,0.48106856,0.58180517,-0.14899763,-5.1938593,-1.065632,0.63789512,1.1189637,0.57007669
-557.95122,0.6019744,0.71043764,0.48035484,-0.11684359,0.31899157,-5.8000219,-1.7724392,0.42766528,0.90802011,0.47098657
-559.05639,0.70977767,0.92766816,0.094823747,0.46968264,-0.22900327,-6.1392768,-0.24302038,0.65843815,0.75326189,0.87411583
-576.51197,0.73591151,0.55010392,0.45232587,-0.03896231,0.26272389,-6.1935192,-1.8084087,0.40482781,0.85715368,0.47229315
-574.06267,0.9894272,0.67347932,-0.079362503,0.36066493,-0.21573195,-5.8503581,-2.0165727,0.66635876,0.58699625,1.135201
-576.16982,0.67718471,0.78985061,0.37928217,-0.013379545,0.42186008,-5.6660934,-1.100574,0.53487476,0.91415693,0.58510168
-573.15898,0.72671431,0.80671804,0.36787629,-0.020104565,0.38996074,-5.8290549,-0.95828325,0.58625354,0.95412983,0.61443791
-579.91218,0.86348152,0.58043097,0.32038888,0.41601694,-0.1503882,-5.664418,-2.8644812,0.50119142,0.8215803,0.61003339
-587.96363,0.70057044,0.9224932,0.32021988,-0.022916674,0.39684018,-6.3908689,-0.088461177,0.64627147,0.96649135,0.66867797
-563.32461,0.9269482,0.63148187,0.14112568,0.44407961,-0.21553764,-5.7398943,-2.770843,0.58535098,0.72647666,0.80573955
-578.59349,0.8597286,0.6564962,0.14621528,0.38504518,0.033359212,-5.5174894,-2.7366686,0.56440856,0.71062385,0.79424377
-578.08787,0.60807115,0.99767408,0.37866639,0.056274381,0.17075281,-6.4194279,-0.17420258,0.60665682,0.98532321,0.61569322
-583.32548,0.64919337,0.91138315,0.24981023,0.2520574,0.28059539,-6.4516486,-0.87655898,0.5916639,0.84147413,0.70312785
-588.97223,0.78249728,0.80895023,0.25981358,0.11834036,-0.090663178,-6.2465423,-1.8522361,0.63300135,0.89281493,0.70899503
-600.57003,0.76468895,0.84029179,0.28641259,0.28572883,0.25957143,-5.8695444,-1.4333872,0.64256185,0.92897444,0.69168949
-599.19635,1.0141867,0.84965314,0.2487702,-0.03397202,-0.14567084,-5.7314589,-1.4330469,0.86170689,1.1104771,0.77597899
-603.70421,1.1259137,0.62013618,0.52731414,-0.018551723,0.43339387,-4.9341216,-2.6298799,0.69821983,1.225534,0.56972703
-579.01764,0.77209681,0.7248657,0.38690632,0.45327278,0.23225308,-5.4213913,-2.5103703,0.5596665,0.94657282,0.59125562
-567.63796,0.82556777,0.55670456,0.3406649,-0.12834879,-0.081882105,-5.5618362,-2.9654334,0.45959734,0.80026225,0.57430842
-577.1978,0.74837085,0.78479594,0.35403918,0.52622179,0.10153135,-5.8002573,-2.4162072,0.58731841,0.94135759,0.62390574
-574.54853,0.68621077,0.63650015,0.53610616,0.37838538,0.066344753,-6.1293139,-2.7175536,0.43677325,0.97287941,0.44894902
-591.2676,0.65145985,0.8420764,0.18081261,-0.010626386,0.046933486,-6.4510569,-1.5141914,0.54857896,0.72939157,0.75210488
-582.48549,0.87283714,0.93380973,0.23048011,0.25496381,0.12026703,-6.1224849,-0.47719684,0.81506382,1.0455439,0.77955961
-580.98606,0.88957761,0.82584225,0.18615582,0.0142847,-0.32596635,-5.7585174,-1.9659779,0.73465077,0.92080659,0.79783396
-587.2092,1.1802122,0.86388697,0.20706786,0.02787838,-0.12035909,-4.8543213,-1.9876044,1.01957,1.2266378,0.83119071
-567.98628,0.90937509,0.62523837,0.34920499,0.44076845,0.36407351,-5.4253942,-3.5646982,0.5685762,0.91778119,0.61951171
-569.11179,0.507293,1.0225652,0.13311318,-0.062417787,-0.14516129,-5.6582274,-1.4058688,0.51874016,0.65185334,0.79579275
-558.20236,0.83688061,0.88003543,0.2153219,0.51053173,0.28127692,-5.8013572,-2.3953249,0.73648458,0.95180649,0.77377555
-574.1488,0.66783277,0.86282209,0.40427171,-0.032240889,0.0029961907,-6.1582363,-0.98707174,0.57622087,0.98049258,0.58768509
-593.53086,0.48244932,0.70930711,0.50451549,-0.0889285,0.033733706,-6.5538155,-2.2058829,0.34220473,0.84672022,0.40415325
-599.66905,0.90133177,0.69672799,-0.14233478,0.4765329,0.15124545,-6.2281668,-2.401319,0.62798308,0.48564829,1.293082
-620.76363,0.87850947,0.55975136,0.15970647,-0.031466683,0.072311021,-6.1347453,-3.2008768,0.49174688,0.65145335,0.75484588
-595.50742,0.908001,0.74843914,0.20933617,0.52929227,0.051359228,-6.0031995,-1.8404848,0.67958349,0.88891965,0.76450496
-570.23247,0.89923534,0.62822116,0.21729999,-0.13925362,0.051438909,-5.5921034,-2.5391548,0.56491866,0.78221866,0.72220045
-572.83799,0.60330443,0.86776934,0.5452845,0.56710352,-0.059772032,-6.0578242,-0.90521927,0.52352909,1.0688136,0.48982264
-586.8718,0.92502325,0.65080809,0.4320757,-0.20130677,0.32627888,-5.7158451,-2.2242278,0.60201261,1.0340883,0.58216751
-593.76626,0.73941702,0.84450198,0.41684896,0.54279372,0.025030164,-5.7997028,-1.3307675,0.62443914,1.0412881,0.59967951
-598.23158,0.60892863,0.63563023,0.44936001,-0.20458111,0.19426378,-6.2431099,-3.0560466,0.38705344,0.83641345,0.46275373
-610.96646,0.80095607,0.90736982,0.38523502,0.36434213,0.4820825,-5.9240103,-1.3819391,0.72676337,1.1119984,0.65356513
-602.36866,0.75468207,1.1130569,0.50142513,0.17081244,0.45119156,-5.8158916,0.31929554,0.8400041,1.3414292,0.62620083
-607.21458,0.83381689,1.0333891,0.54170872,0.085919457,0.3977131,-5.635017,-0.42329325,0.86165727,1.403366,0.61399327
-578.21954,0.87161787,0.78208977,0.28745458,0.28572178,-0.31352998,-5.4523684,-3.0119403,0.68168342,0.969138,0.70339149
-568.03009,0.78237281,1.0621342,0.044551074,0.12251306,0.47285933,-6.0061719,-1.4193983,0.83098494,0.87553601,0.94911566
-618.35726,0.53667744,1.0744468,0.12831515,0.084251166,0.48383457,-6.4134129,-1.0259686,0.57663134,0.70494649,0.81797887
-589.42666,0.63772102,0.9451362,0.18491911,0.35167029,0.37730837,-6.1243287,-2.0394962,0.60273322,0.78765233,0.7652275
-611.22685,0.61478987,0.90554257,0.36273061,0.3519546,0.24976143,-5.9450211,-2.2247895,0.5567184,0.91944901,0.60549132
-619.66339,0.77720806,0.88242267,0.34596057,0.29387625,0.34325944,-5.8287892,-2.3362732,0.685826,1.0317866,0.66469755
-606.04483,0.89702662,0.85153086,0.26594727,0.10623963,0.040895868,-5.7888985,-2.0811513,0.76384585,1.0297931,0.7417469
-607.76224,0.68126454,0.72590939,0.37021135,0.27629062,-0.030760991,-6.278968,-2.2437021,0.49453632,0.86474767,0.57188512
-604.51332,0.83254777,1.1671269,0.33389434,0.25267066,0.23197919,-6.3797727,0.35571846,0.97168894,1.3055833,0.74425657
-607.73145,1.0200309,0.90045085,0.24677071,0.33400921,0.18134968,-5.1861119,-1.9891878,0.91848767,1.1652584,0.78822662
-617.70797,0.39149663,0.81986418,0.3853114,0.11122123,-0.07301631,-6.7486862,-2.064131,0.32097406,0.70628547,0.45445373
-595.69716,0.7081275,0.90399026,0.1419213,0.29846424,0.23978472,-5.7096876,-2.0895296,0.64014036,0.78206166,0.81852928
-606.63629,0.63993038,0.61890424,0.51516005,0.35667604,0.0055842964,-6.9233925,-0.73033196,0.39605563,0.91121568,0.43464532
-597.85692,0.60078094,0.6997489,-0.12120416,0.34805514,-0.11934114,-7.1987234,-1.0570637,0.42039581,0.29919165,1.4051054
-585.13709,1.0571655,0.45131062,0.10472461,-0.037849866,0.33595517,-6.2911399,-2.3745008,0.47711003,0.58183463,0.82000967
-588.18105,1.0350064,0.41182305,0.58449323,-0.061199752,0.42150435,-6.1748307,-2.4080486,0.4262395,1.0107327,0.42171336
-590.36275,0.61753279,0.87822076,0.27824651,0.57310619,-0.058629189,-5.577995,-1.0212424,0.54233011,0.82057662,0.66091343
-577.75761,0.79248831,0.80693425,0.14500761,0.36311723,0.3112967,-5.1041986,-1.6594028,0.63948596,0.78449357,0.81515768
-582.04464,0.21024819,0.81084296,0.22105787,0.029963049,-0.13365175,-6.5611687,-1.7381283,0.17047827,0.39153613,0.43540877
-602.56681,0.84482616,0.7993606,-0.010698948,0.44913571,0.34702604,-5.7731772,-1.8596593,0.67532075,0.6646218,1.0160978
-613.64241,0.5867685,0.71121299,0.44052182,0.12412228,-0.028246965,-6.1501138,-1.0788306,0.41731738,0.8578392,0.48647507
-592.27065,0.94446271,0.53433682,0.24430983,0.52657458,0.34189792,-5.8111802,-3.0160783,0.5046612,0.74897102,0.67380604
-578.44763,0.8232746,0.61780835,0.13553188,-0.10567919,0.16157248,-6.1628717,-2.1229853,0.50862592,0.6441578,0.78959832
-585.04029,0.67936726,0.79513254,0.17572298,0.40964434,0.19436227,-5.9531164,-0.66015431,0.54018702,0.71590999,0.75454599
-584.24987,0.80860874,0.84005709,-0.072684059,0.28138027,-0.059760639,-5.9599611,-1.1852944,0.6792775,0.60659344,1.1198234
-614.94218,0.68636643,0.78452678,0.25606166,0.11714042,0.23647856,-6.3707963,-0.94486191,0.53847284,0.7945345,0.67772116
-593.38348,0.69850556,0.76461252,0.31092415,0.12136355,0.20026471,-6.2410163,-0.86059929,0.5340861,0.84501025,0.63204689
-601.46725,0.54938508,0.77153505,0.055347359,-0.12879751,-0.38944081,-6.7220446,-1.4355345,0.42386985,0.47921721,0.88450465
-595.77859,0.67926292,0.69790708,0.45518268,0.53968992,0.44868425,-7.2458349,-1.2980864,0.4740624,0.92924508,0.51015863
-607.89991,0.47041486,0.78651125,0.062110512,-0.11450659,-0.35220186,-7.3976181,-2.5019318,0.36998658,0.43209709,0.85625797
-591.5181,0.78028057,0.7026109,0.20000388,0.24915065,0.39595296,-7.0844208,-3.0989983,0.54823363,0.74823752,0.73270001
-572.22455,0.71394816,0.77089664,0.59030573,0.094243475,0.032951793,-5.9386739,-0.7466961,0.55038024,1.140686,0.48249935
-571.59955,0.70825423,0.64969373,0.70736384,0.28853209,0.094086042,-6.4822325,-1.5191667,0.46014833,1.1675122,0.39412722
-577.36551,0.62002574,0.80540508,0.67250047,-0.11630325,0.02558999,-6.817182,-0.35139121,0.49937188,1.1718724,0.42613163
-594.63977,0.77873157,0.82432078,0.60671869,0.58056147,0.2668467,-6.1882001,-0.63901379,0.64192461,1.2486433,0.51409767
-576.20906,0.78306257,0.90053052,-0.20010042,-0.075646776,0.0099026689,-6.5366689,-1.1409222,0.70517175,0.50507133,1.3961825
-599.93785,0.95841762,0.64016166,0.68398309,0.27075884,0.06527104,-5.6027564,-1.5710247,0.61354221,1.2975253,0.47285568
-576.92501,0.76915128,0.70611074,0.22501885,0.078476548,0.067015067,-6.3713034,-1.2297281,0.54310599,0.76812483,0.70705433
-563.41394,0.64948978,0.86951849,0.33061533,0.33632137,0.1560571,-6.6087986,-0.61618473,0.56474337,0.8953587,0.63074539
-572.83336,0.67184113,0.61562768,0.092958493,0.437742,0.28187594,-6.3602276,-3.2667191,0.41360399,0.50656249,0.81649156
-590.76629,0.88765476,0.61393883,0.35285891,0.59896181,0.066094945,-5.9212217,-2.7859586,0.54496573,0.89782463,0.6069846
-594.98004,0.58551286,0.85895312,0.4210859,-0.10822843,-0.18358879,-7.0666937,-0.16979686,0.5029281,0.924014,0.54428623
-574.01792,0.59585218,0.8005638,0.39142579,-0.059076178,-0.11009401,-6.9692485,-0.69678389,0.47701768,0.86844347,0.54927891
-569.46835,0.53054988,0.76785894,0.44005959,0.017099617,-0.040620755,-7.2894855,-0.66499679,0.40738747,0.84744706,0.48072321
-585.07432,0.65711719,0.81051151,-0.01407426,0.18543522,0.31543209,-6.7680031,-1.3363037,0.53260105,0.51852679,1.0271428
-599.23633,0.67600546,0.81024521,0.093395797,0.17209784,0.34317061,-6.6936465,-1.1937237,0.54773019,0.64112598,0.85432536
-561.16291,0.80672557,0.70862304,0.18460643,-0.029448623,0.014894298,-6.7287643,-1.7360296,0.57166432,0.75627076,0.75589902
-570.69344,0.68302697,0.66233607,0.31553659,0.063744515,0.086524555,-6.9342859,-1.6065924,0.4523934,0.76792999,0.58910761
-592.11723,1.4037395,0.64111161,0.3265408,0.31572579,0.26528575,-5.7409675,-1.8512562,0.89995367,1.2264945,0.73376089
-585.79647,1.251988,0.5340342,0.26132136,0.17116579,0.23470128,-6.0239869,-2.4604227,0.66860442,0.92992578,0.71898686
-579.19202,0.9265746,0.86925721,0.34650436,0.39247549,0.2833364,-5.8682049,-0.028811795,0.80543165,1.151936,0.69919826
-575.36345,0.87667431,0.72132538,0.20347962,-0.2063966,-0.067910974,-6.4425289,-1.8549385,0.63236742,0.83584704,0.75655879
-578.2234,0.56361931,0.77158874,0.39061818,0.43524758,0.065325036,-6.9553228,-0.74086477,0.43488231,0.8255005,0.52681048
-590.02924,0.6874188,0.60460576,0.27191198,-0.035657414,0.1280792,-6.38527,-1.8832167,0.41561737,0.68752935,0.60450855
-588.38917,0.85091719,0.72695481,-0.00068877674,0.37957727,0.071638523,-6.3669738,-1.8777926,0.61857835,0.61788957,1.0011147
-580.35308,0.70893888,0.77855084,0.077780817,0.22058393,0.17645499,-6.2235094,-1.7677876,0.55194496,0.62972578,0.87648462
-582.74458,0.64690459,0.79510116,0.27560029,0.17878045,-0.033890773,-6.397044,-1.0532481,0.51435459,0.78995488,0.65111895
-575.22961,1.204398,0.73395905,0.2946392,0.40195466,0.039569812,-5.3448086,-0.74210811,0.88397885,1.1786181,0.75001299
-583.29219,0.25917508,0.63360603,0.31288745,-0.06304564,0.17224935,-6.4168541,-2.7568699,0.16421489,0.47710234,0.34419217
-584.35198,1.0534657,0.77659934,0.23853909,0.63336999,0.10866341,-5.3230814,-1.5122534,0.81812077,1.0566599,0.77425178
-574.39968,0.89625072,0.77388116,0.2053493,0.43677849,-0.0643509,-5.2101386,-2.0626339,0.69359155,0.89894085,0.77156529
-566.02653,0.5333483,0.66078669,0.6756732,-0.079743551,0.26596046,-6.7103669,-1.6941903,0.35242946,1.0281027,0.34279598
-563.81462,0.87218622,0.82734084,0.19334478,0.48365325,-0.17791587,-5.9226025,-0.77918871,0.72159528,0.91494007,0.78868039
-545.38857,0.75161275,0.67035532,0.071246102,-0.076525908,0.36887826,-5.9534094,-1.9562399,0.50384761,0.57509371,0.87611392
-550.21616,0.84668011,0.87802727,0.21399022,0.47634465,0.01308561,-5.566151,-0.51831293,0.74340822,0.95739844,0.77648781
-597.54514,0.77892676,0.69280151,0.53181773,0.43911342,0.081430626,-5.6843184,-1.3079787,0.53964164,1.0714594,0.50365105
-602.67438,0.63973921,0.78344734,0.1800421,0.17946136,-0.019898772,-5.8084771,-1.1635842,0.50120199,0.68124409,0.73571572
-602.30304,0.79853808,0.79291935,0.28742243,0.2163547,0.29366394,-5.3327313,-0.83696571,0.6331763,0.92059873,0.6877875
-586.17638,0.42756307,0.93639092,0.15529058,0.071159937,0.078444817,-6.190522,0.013536162,0.40036617,0.55565675,0.72052786
-584.32853,0.74324526,0.69207741,0.21030581,0.2012016,0.34657972,-5.5342803,-1.5958952,0.51438326,0.72468907,0.70979856
-576.33341,0.68406111,0.77751768,0.094564482,0.04013815,-0.055358154,-5.5267931,-1.0406351,0.53186961,0.62643409,0.84904321
-568.44744,0.62119705,0.62737078,0.3043363,0.24598704,0.27508025,-5.9461706,-1.680389,0.38972088,0.69405718,0.5615112
-567.04576,0.781723,0.62462787,0.06943397,0.013041874,-0.014078802,-5.520104,-3.1737634,0.48828597,0.55771994,0.87550388
-574.12487,0.60918658,0.78105425,0.40523231,0.52509466,0.12753008,-5.6507021,-1.8803574,0.47580777,0.88104008,0.54005235
-585.55328,1.061945,0.67780382,0.34329296,-0.10889929,-0.04906704,-5.1923862,-2.2395933,0.71979036,1.0630833,0.67707803
-582.16362,0.74278049,0.78552369,0.34500766,0.51363283,0.15512099,-5.1944822,-1.7601753,0.58347168,0.92847933,0.62841644
-579.91925,0.84595973,0.66106391,0.57290712,0.037735798,0.065164044,-5.2131154,-2.526453,0.55923345,1.1321406,0.49396114
-575.86178,0.88569493,0.70512272,0.49732133,0.033442826,0.068846752,-5.0733695,-2.3848595,0.62452362,1.121845,0.55669335
-599.01288,0.74163359,0.96689093,0.20398593,0.17506976,0.10404216,-6.140831,-0.36879705,0.71707879,0.92106472,0.77853247
-585.2614,0.97693515,0.81376394,0.14991176,0.21010605,0.20541909,-5.8227244,-1.3429558,0.7949946,0.94490636,0.8413475
-586.18767,0.67875725,0.7089721,0.22999214,0.33928081,0.16654877,-7.0905582,-1.0858111,0.48121996,0.7112121,0.67661948
-581.64964,0.7211149,0.71320717,0.37922562,0.17812932,0.0089110158,-6.8210004,-1.6283485,0.51430432,0.89352994,0.57558711
-563.20288,0.67166115,0.61453263,0.18192592,0.13849476,0.12862101,-6.5243571,-3.1507361,0.41275769,0.5946836,0.69407948
-571.71325,0.75025851,0.87151844,0.051779468,0.1454953,0.102214,-5.5990236,-0.55061171,0.65386412,0.70564359,0.92662093
-582.58821,0.44725796,0.6054471,0.06263201,0.26575549,0.055026327,-6.0882357,-2.8346565,0.27079103,0.33342304,0.81215452
-590.34815,0.98939366,0.78223709,0.58569578,0.046758066,0.15075549,-5.2158099,-0.70128185,0.77394042,1.3596362,0.56922611
-591.46627,0.52208226,0.64940043,0.0018234002,0.35886604,-0.0913983,-6.1137212,-2.3953192,0.33904044,0.34086384,0.99465065
-599.33303,1.0874235,0.76661657,0.35683692,0.011902822,0.14058843,-4.371957,-1.2618712,0.83363688,1.1904738,0.70025639
-609.54417,1.0675597,0.88506855,0.15063563,0.032896864,0.13221855,-4.3478,-0.78908694,0.94486355,1.0954992,0.8624959
-569.62005,0.47376687,0.70202078,0.2842304,0.37824352,0.07952731,-5.9150707,-1.9646765,0.33259419,0.61682459,0.53920384
-568.49501,1.1217256,0.68544569,0.084347348,-0.044451773,0.12360357,-5.2046086,-2.8092153,0.76888201,0.85322936,0.90114341
-582.71993,0.86524355,0.77347367,0.25152389,-0.10782623,0.1186694,-5.2838797,-2.6443462,0.66924311,0.920767,0.7268322
-575.66648,0.67477114,1.0833256,0.24860459,0.70564042,0.091379175,-5.8978323,0.53426198,0.73099687,0.97960146,0.74621864
-581.01187,0.63231199,0.93841594,0.11160241,0.54509576,0.41515052,-5.9147857,-0.93472081,0.59337165,0.70497406,0.84169288
-588.97602,0.59439068,0.97832635,0.18234448,-0.16309833,-0.097677241,-6.0697375,-0.86756642,0.58150807,0.76385254,0.76128315
-571.93108,0.56048694,0.78674115,0.66692711,0.072334257,0.15301417,-6.2847636,-1.5008318,0.44095814,1.1078853,0.39801788
-582.29335,1.0215333,0.78767728,-0.18901507,0.48452597,0.023888186,-5.91502,-2.5325808,0.80463855,0.61562348,1.3070303
-588.46328,0.66315715,0.7138817,0.64701051,-0.060575084,-0.0053616149,-5.7905483,-1.9604959,0.47341575,1.1204263,0.42253182
-574.23018,0.74627899,0.62686715,0.21693216,0.25793869,0.23231628,-5.6162417,-3.4505008,0.46781778,0.68474994,0.68319507
-572.74407,0.8802528,1.0493657,0.36629312,0.19383309,-0.022776492,-5.3366429,0.46716395,0.92370713,1.2900002,0.7160519
-567.43413,0.91008166,0.78354417,0.19836987,0.17502528,0.25360203,-5.4503403,-2.1057555,0.71308918,0.91145905,0.78236008
-569.81774,0.54281162,0.73702085,0.3535979,0.23039646,-0.065273426,-6.1929808,-1.5554007,0.40006349,0.75366139,0.53082657
-580.11771,1.2388752,1.0228993,0.40135789,0.12013921,0.034028784,-5.0146612,-0.97158236,1.2672447,1.6686025,0.75946465
-579.37398,0.38287474,0.78583383,0.35833323,0.24264515,0.1441274,-6.4826231,-2.858145,0.30087592,0.65920915,0.45641952
-587.64592,1.1819897,0.95437202,0.39369226,0.15689641,0.11478898,-4.3813992,-2.0783266,1.1280579,1.5217502,0.74128982
-589.42596,0.30911507,1.0998054,-0.013048459,0.23620609,0.08132523,-6.4119753,-2.4620228,0.33996642,0.32691796,1.0399136
-579.58986,1.0646812,0.9247213,0.69653273,0.15392263,0.19619764,-5.0699717,-1.9268399,0.98453334,1.6810661,0.58566011
-577.64659,0.74611053,0.7565262,0.04954962,0.20273451,-0.1574547,-6.0715299,-3.3993932,0.56445216,0.61400178,0.91930053
-580.24713,0.88714374,0.86754727,0.1062698,0.36393203,0.25655964,-5.8580952,-2.5012291,0.76963913,0.87590893,0.87867483
-579.18804,0.62433315,0.92217637,0.33930904,-0.004395507,0.044596206,-6.9200352,-0.82184521,0.57574528,0.91505432,0.62919247
-596.61871,0.73260973,0.91828141,0.0090222021,0.17504673,-0.18700906,-6.8582022,-1.974667,0.6727419,0.6817641,0.98676639
-594.71625,0.70228376,0.84341845,0.20915787,0.25375602,0.34707965,-6.1209987,-1.9116849,0.59231908,0.80147695,0.73903446
-589.49279,0.47218294,0.82381421,0.32379183,0.097274131,-0.14127982,-6.0859449,-1.9781066,0.38899101,0.71278284,0.54573566
-591.74137,0.4442183,0.99313316,0.295281,0.25991574,0.044416062,-6.146258,-1.2149677,0.44116793,0.73644892,0.59904755
-588.20175,0.55635424,0.90092547,0.42408781,0.15881026,0.34269397,-6.348452,-1.3400929,0.5012337,0.92532152,0.54168599
-594.3015,0.63102753,0.91800054,0.15061409,0.31363996,-0.16827796,-5.6467388,-1.8143185,0.57928361,0.72989769,0.79365042
-584.26047,0.57865972,0.98690637,0.15350641,-0.095564496,-0.53926728,-5.447469,-1.590177,0.57108297,0.72458938,0.78814703
-578.0996,0.86830905,0.67541328,0.25484594,0.45827341,0.69724653,-5.3109722,-3.2371738,0.58646746,0.8413134,0.6970856
-578.35074,0.79023063,0.71204578,0.33127005,0.24058819,0.20238112,-5.5319226,-2.7649789,0.56268039,0.89395044,0.6294313
-574.46935,0.66591786,1.0488648,0.27018341,0.082684441,-0.14946451,-5.6779844,-0.58151782,0.69845779,0.9686412,0.72106967
-568.56846,0.51773472,0.73171805,0.19282603,0.28227971,0.29773153,-6.3395663,-2.9475972,0.37883584,0.57166187,0.66269217
