log_p__,log_q__,"delta_raw[1,1]","delta_raw[2,1]","delta_raw[3,1]","delta_raw[4,1]","delta_raw[5,1]","delta_raw[6,1]","delta_raw[7,1]","delta_raw[8,1]","delta_raw[9,1]","delta_raw[10,1]","delta_raw[11,1]","delta_raw[12,1]","delta_raw[13,1]","delta_raw[14,1]","delta_raw[15,1]","delta_raw[16,1]","delta_raw[17,1]","delta_raw[18,1]","delta_raw[19,1]","delta_raw[20,1]","delta_raw[21,1]","delta_raw[1,2]","delta_raw[2,2]","delta_raw[3,2]","delta_raw[4,2]","delta_raw[5,2]","delta_raw[6,2]","delta_raw[7,2]","delta_raw[8,2]","delta_raw[9,2]","delta_raw[10,2]","delta_raw[11,2]","delta_raw[12,2]","delta_raw[13,2]","delta_raw[14,2]","delta_raw[15,2]","delta_raw[16,2]","delta_raw[17,2]","delta_raw[18,2]","delta_raw[19,2]","delta_raw[20,2]","delta_raw[21,2]","delta_raw[1,3]","delta_raw[2,3]","delta_raw[3,3]","delta_raw[4,3]","delta_raw[5,3]","delta_raw[6,3]","delta_raw[7,3]","delta_raw[8,3]","delta_raw[9,3]","delta_raw[10,3]","delta_raw[11,3]","delta_raw[12,3]","delta_raw[13,3]","delta_raw[14,3]","delta_raw[15,3]","delta_raw[16,3]","delta_raw[17,3]","delta_raw[18,3]","delta_raw[19,3]","delta_raw[20,3]","delta_raw[21,3]","delta_raw[1,4]","delta_raw[2,4]","delta_raw[3,4]","delta_raw[4,4]","delta_raw[5,4]","delta_raw[6,4]","delta_raw[7,4]","delta_raw[8,4]","delta_raw[9,4]","delta_raw[10,4]","delta_raw[11,4]","delta_raw[12,4]","delta_raw[13,4]","delta_raw[14,4]","delta_raw[15,4]","delta_raw[16,4]","delta_raw[17,4]","delta_raw[18,4]","delta_raw[19,4]","delta_raw[20,4]","delta_raw[21,4]","theta[1,1]","theta[2,1]","theta[3,1]","theta[4,1]","theta[5,1]","theta[6,1]","theta[7,1]","theta[8,1]","theta[9,1]","theta[10,1]","theta[11,1]","theta[12,1]","theta[13,1]","theta[14,1]","theta[15,1]","theta[16,1]","theta[17,1]","theta[18,1]","theta[19,1]","theta[20,1]","theta[21,1]","theta[22,1]","theta[23,1]","theta[24,1]","theta[25,1]","theta[26,1]","theta[27,1]","theta[28,1]","theta[29,1]","theta[30,1]","theta[31,1]","theta[32,1]","theta[33,1]","theta[34,1]","theta[35,1]","theta[36,1]","theta[37,1]","theta[38,1]","theta[39,1]","theta[40,1]","theta[41,1]","theta[42,1]","theta[43,1]","theta[44,1]","theta[45,1]","theta[46,1]","theta[47,1]","theta[48,1]","theta[49,1]","theta[50,1]","theta[51,1]","theta[52,1]","theta[53,1]","theta[54,1]","theta[55,1]","theta[56,1]","theta[57,1]","theta[58,1]","theta[59,1]","theta[60,1]","theta[61,1]","theta[62,1]","theta[63,1]","theta[64,1]","theta[65,1]","theta[66,1]","theta[67,1]","theta[68,1]","theta[69,1]","theta[70,1]","theta[71,1]","theta[72,1]","theta[73,1]","theta[74,1]","theta[75,1]","theta[76,1]","theta[77,1]","theta[78,1]","theta[79,1]","theta[80,1]","theta[81,1]","theta[82,1]","theta[83,1]","theta[84,1]","theta[85,1]","theta[86,1]","theta[1,2]","theta[2,2]","theta[3,2]","theta[4,2]","theta[5,2]","theta[6,2]","theta[7,2]","theta[8,2]","theta[9,2]","theta[10,2]","theta[11,2]","theta[12,2]","theta[13,2]","theta[14,2]","theta[15,2]","theta[16,2]","theta[17,2]","theta[18,2]","theta[19,2]","theta[20,2]","theta[21,2]","theta[22,2]","theta[23,2]","theta[24,2]","theta[25,2]","theta[26,2]","theta[27,2]","theta[28,2]","theta[29,2]","theta[30,2]","theta[31,2]","theta[32,2]","theta[33,2]","theta[34,2]","theta[35,2]","theta[36,2]","theta[37,2]","theta[38,2]","theta[39,2]","theta[40,2]","theta[41,2]","theta[42,2]","theta[43,2]","theta[44,2]","theta[45,2]","theta[46,2]","theta[47,2]","theta[48,2]","theta[49,2]","theta[50,2]","theta[51,2]","theta[52,2]","theta[53,2]","theta[54,2]","theta[55,2]","theta[56,2]","theta[57,2]","theta[58,2]","theta[59,2]","theta[60,2]","theta[61,2]","theta[62,2]","theta[63,2]","theta[64,2]","theta[65,2]","theta[66,2]","theta[67,2]","theta[68,2]","theta[69,2]","theta[70,2]","theta[71,2]","theta[72,2]","theta[73,2]","theta[74,2]","theta[75,2]","theta[76,2]","theta[77,2]","theta[78,2]","theta[79,2]","theta[80,2]","theta[81,2]","theta[82,2]","theta[83,2]","theta[84,2]","theta[85,2]","theta[86,2]","theta[1,3]","theta[2,3]","theta[3,3]","theta[4,3]","theta[5,3]","theta[6,3]","theta[7,3]","theta[8,3]","theta[9,3]","theta[10,3]","theta[11,3]","theta[12,3]","theta[13,3]","theta[14,3]","theta[15,3]","theta[16,3]","theta[17,3]","theta[18,3]","theta[19,3]","theta[20,3]","theta[21,3]","theta[22,3]","theta[23,3]","theta[24,3]","theta[25,3]","theta[26,3]","theta[27,3]","theta[28,3]","theta[29,3]","theta[30,3]","theta[31,3]","theta[32,3]","theta[33,3]","theta[34,3]","theta[35,3]","theta[36,3]","theta[37,3]","theta[38,3]","theta[39,3]","theta[40,3]","theta[41,3]","theta[42,3]","theta[43,3]","theta[44,3]","theta[45,3]","theta[46,3]","theta[47,3]","theta[48,3]","theta[49,3]","theta[50,3]","theta[51,3]","theta[52,3]","theta[53,3]","theta[54,3]","theta[55,3]","theta[56,3]","theta[57,3]","theta[58,3]","theta[59,3]","theta[60,3]","theta[61,3]","theta[62,3]","theta[63,3]","theta[64,3]","theta[65,3]","theta[66,3]","theta[67,3]","theta[68,3]","theta[69,3]","theta[70,3]","theta[71,3]","theta[72,3]","theta[73,3]","theta[74,3]","theta[75,3]","theta[76,3]","theta[77,3]","theta[78,3]","theta[79,3]","theta[80,3]","theta[81,3]","theta[82,3]","theta[83,3]","theta[84,3]","theta[85,3]","theta[86,3]",b1,b2,g1,gamma_M,gamma_Y,alpha_M,alpha_Y,"delta[1,1]","delta[2,1]","delta[3,1]","delta[4,1]","delta[5,1]","delta[6,1]","delta[7,1]","delta[8,1]","delta[9,1]","delta[10,1]","delta[11,1]","delta[12,1]","delta[13,1]","delta[14,1]","delta[15,1]","delta[16,1]","delta[17,1]","delta[18,1]","delta[19,1]","delta[20,1]","delta[21,1]","delta[1,2]","delta[2,2]","delta[3,2]","delta[4,2]","delta[5,2]","delta[6,2]","delta[7,2]","delta[8,2]","delta[9,2]","delta[10,2]","delta[11,2]","delta[12,2]","delta[13,2]","delta[14,2]","delta[15,2]","delta[16,2]","delta[17,2]","delta[18,2]","delta[19,2]","delta[20,2]","delta[21,2]","delta[1,3]","delta[2,3]","delta[3,3]","delta[4,3]","delta[5,3]","delta[6,3]","delta[7,3]","delta[8,3]","delta[9,3]","delta[10,3]","delta[11,3]","delta[12,3]","delta[13,3]","delta[14,3]","delta[15,3]","delta[16,3]","delta[17,3]","delta[18,3]","delta[19,3]","delta[20,3]","delta[21,3]","delta[1,4]","delta[2,4]","delta[3,4]","delta[4,4]","delta[5,4]","delta[6,4]","delta[7,4]","delta[8,4]","delta[9,4]","delta[10,4]","delta[11,4]","delta[12,4]","delta[13,4]","delta[14,4]","delta[15,4]","delta[16,4]","delta[17,4]","delta[18,4]","delta[19,4]","delta[20,4]","delta[21,4]",indirect_effect,total_effect,prop_mediated
-2278.6169,-172.93648,-1.2213079,-2.292186,-1.4365952,-0.73554941,-3.1372299,-0.82068744,-1.4532166,-1.2487569,-1.330569,-2.083242,-1.0584481,-0.90226034,-0.71194347,-0.88676893,-1.1361714,-0.9204866,-0.084478007,-0.45272365,-0.18297833,-0.72452729,-0.47411519,-1.9053373,-1.8089693,-1.7208104,-1.122366,-0.11192608,-0.64592373,-0.49137337,-0.19173709,1.1566789,-0.24412642,-1.0812065,-0.9067002,-0.2974,-0.55980381,-0.032302536,0.032263841,0.22596938,-0.22960783,-0.3176164,-0.45523503,-0.38912043,-0.22988424,-0.67693524,-0.11410004,-0.46218636,0.19566485,0.81191667,1.0992645,0.94045663,0.21733904,1.6194981,0.26772895,1.9680267,1.1330277,0.99908295,0.99471146,1.0354364,1.5250082,0.48078605,0.86017033,0.65739077,1.4186532,-0.25378382,0.92345424,-0.27499846,0.55362682,2.2870171,3.5654365,1.1804685,1.3275562,0.74339492,2.5978147,3.4868726,0.11701626,2.9611041,0.47394033,1.0380701,0.52560352,1.5922393,1.6694497,2.6162803,1.8138476,1.1157368,0.56313973,-0.2849296,-0.024872128,2.1625058,0.080963305,-1.4856618,0.55047593,-0.11371884,-1.6750929,-1.3948783,-0.79559647,0.037018773,-0.87006496,0.35089824,-0.2600356,-0.70657495,0.53683571,0.93585736,-0.43443067,0.10959724,-1.5698415,-0.39304397,-1.6185028,0.34112108,-0.091556894,-1.3064186,-0.035375982,-0.47577057,0.60505292,-0.075932705,-1.6383984,-2.0529572,0.71252403,0.32308656,0.14372318,-0.65220946,0.83667408,0.88695618,-0.42403834,0.42927483,-1.4778859,-0.49247275,-0.20735298,-0.032051069,0.92330961,-0.67683867,0.52552681,0.74404541,1.4113584,1.2569303,-0.76911952,-0.57800248,0.57376583,0.6709044,0.36507314,0.2551481,0.74777986,0.1210393,-1.3800509,1.2788793,-0.013176641,0.70290254,-0.36378422,0.17595058,0.54525466,-0.63708618,-0.55779863,-0.60700644,0.87086578,0.9407987,0.42688997,-0.51496388,1.6854045,0.73565939,0.0025512518,-0.25288177,-1.1743541,-0.5565012,-0.67373466,-0.79161541,-1.1766797,0.76869308,-0.41211435,-0.40890982,-1.6663811,1.20441,1.6834509,-0.19226823,0.69987038,0.66312502,0.33519252,-0.96801616,0.5913999,0.61923931,-2.4400069,0.65840212,-1.2527813,-0.124399,-0.89116654,-1.3368544,0.65970057,-0.081936578,-0.67797998,-0.43651265,0.014826558,0.54662865,-1.044545,-0.61706139,-3.9879465,2.1499105,-0.82346654,-0.83816771,0.13686936,0.67118375,-1.5586023,-1.305761,-1.6010206,-0.63512189,-0.11637994,0.61459528,-0.24865235,-1.437636,0.097225791,-0.48389413,0.2899709,0.59467507,-0.44178809,-0.91163528,-0.41285948,-1.4229957,2.0576798,-0.14940091,-0.92720516,0.73786025,-0.25479061,-0.67192235,-0.74205622,-1.203641,-1.2731015,0.64580604,-1.365837,-1.0229514,0.026137855,-0.4073848,-1.7231183,-0.39768106,-0.062632226,-0.88745195,-0.9786804,-0.28885298,-0.39227464,-1.2000649,-1.0177133,-1.4384424,-0.72005658,0.23340579,-1.8847706,-0.058722562,1.2265044,0.68147029,-2.0946585,-0.41499944,-2.5095384,1.0384463,-3.448103,-0.61796781,-0.63795858,-1.1216001,-2.9130943,-1.7838911,-0.4748899,-0.69000172,-0.93191496,-0.40210657,-0.9774061,1.2180441,-0.055755054,-0.92807344,-0.47351286,0.63937263,-1.2572864,-1.6426538,-0.86869963,-0.72246144,-2.2179889,-0.85236286,-0.20255653,-2.1258091,-0.023626943,-1.2574379,-0.18517422,-0.81254134,-2.4864983,-1.6101945,-1.1410487,0.81715212,-0.92757386,-1.1348533,-0.30849264,-1.9801238,-1.9717169,-1.0347334,-0.70719905,-1.2271561,-0.85033748,1.0281741,-2.3995648,-2.2520068,-1.9854595,0.072461885,-0.61155752,-0.37782586,-0.44038631,0.9690999,0.60909041,-0.45924101,1.3824892,0.25019932,1.8011577,-0.81060161,-0.016288871,-1.2925788,-0.02833942,-2.9386405,0.3389225,-1.5894166,-0.57730959,-0.61551968,-0.90742769,-0.57454423,-0.56869503,0.20165142,0.55554739,-0.080181553,-1.9636035,-0.70235224,1.8001361,-1.0417675,0.082982295,-0.30972022,-0.85088733,-0.23116662,0.99816528,-0.16069542,-0.82233854,0.73650265,-0.62319635,-0.8445232,-0.97381063,0.36688448,-1.4539953,-1.589015,-1.1419869,-0.6490216,-0.60607511,-0.86148077,-0.18592576,1.3338149,0.87344399,0.0074489917,0.32608415,0.4128013,0.14342847,-0.77101049,-0.59893846,-1.2213079,-2.292186,-1.4365952,-0.73554941,-3.4065548,-1.0900123,-1.7225414,-1.5180817,-1.5998939,-2.3525669,-1.327773,-1.1715852,-0.98126833,-1.1560938,-1.4054963,-1.392901,-0.55689245,-0.92513809,-0.65539278,-1.1969417,-0.94652963,-1.9053373,-1.8089693,-1.7208104,-1.122366,-0.38125094,-0.9152486,-0.76069823,-0.46106195,0.88735405,-0.51345129,-1.3505313,-1.1760251,-0.56672486,-0.82912867,-0.3016274,-0.4401506,-0.24644506,-0.70202227,-0.79003084,-0.92764947,-0.86153488,-0.22988424,-0.67693524,-0.11410004,-0.46218636,-0.073660008,0.54259181,0.82993965,0.67113177,-0.05198582,1.3501733,-0.001595915,1.6987018,0.86370289,0.72975809,0.72538659,0.56302192,1.0525937,0.0083716127,0.38775588,0.18497633,0.94623878,-0.25378382,0.92345424,-0.27499846,0.55362682,2.0176922,3.2961116,0.91114364,1.0582313,0.47407006,2.3284898,3.2175477,-0.1523086,2.6917792,0.20461547,0.76874523,0.053189074,1.1198248,1.1970353,2.1438659,1.3414332,0.64332233,0.006506277,0.33259043,0.01956243
-2272.0973,-175.18407,-2.001395,-1.4220203,-0.50506463,-4.0306804,-1.5650907,-1.7933346,-1.851191,-2.174638,-1.4044854,-1.0406121,-1.1700738,-1.4929897,-1.5524506,-1.1790954,-1.5444129,-1.5908185,-1.1180508,-0.49936389,-0.84557325,-0.46189252,-1.1109975,-1.9588244,-1.2871689,-1.6251227,-1.0222576,-0.54988192,-0.44728887,-0.14575462,0.14620104,0.50661507,-0.49288691,-1.1215601,-0.72353762,-0.36648006,0.014746286,-0.13650626,-0.17602208,0.44790739,-1.0354354,-0.78935251,-0.61685412,-0.55922429,-0.54918959,-0.25085077,-0.0088466041,-1.0965818,1.0165544,1.1961799,0.42342696,0.72568281,0.81627957,1.6443093,0.33681991,1.2750772,1.5802106,0.65432371,2.0528411,0.20109494,0.57525795,-0.085220079,1.2560089,-0.16936682,1.3274128,0.58331513,0.36171915,-0.32285044,0.27329134,1.4460767,3.2518464,1.6216804,0.98105245,3.1723244,1.9815386,2.9070798,0.92926875,2.5437625,1.7666916,1.0677679,1.6064251,0.41010315,1.0735078,1.4114998,1.7358963,0.10467327,0.2386504,0.43393263,1.1042715,-0.15011424,0.45821252,-0.99667986,0.65658701,-0.46229479,-1.7578538,-1.5386482,-0.58704973,0.27433071,-1.1091687,-0.44217189,0.96402964,0.34821727,1.0078062,1.1632708,-0.60919707,1.7635538,-1.8695054,-0.45906058,-1.1249917,0.44458875,-0.52769063,-1.934305,-1.2113462,-0.398035,0.13762091,-0.13267177,-0.49294132,-1.1209206,0.85422312,0.14201108,0.031929707,-0.7610757,0.3922246,1.3777424,-1.4791772,-0.47127924,-0.48424422,-1.3062885,-0.46064166,1.0169326,1.9302495,-1.1204191,0.38450039,0.49950229,1.0539633,0.34653757,0.18050121,0.0033794825,-0.11946301,0.41164767,0.29962839,-0.51137283,0.7394273,0.44364612,-1.1517401,0.89195106,0.53588442,0.12190723,-0.30963473,0.55312612,0.52776303,-0.43379165,-0.26265564,-0.38218629,1.1715305,-0.7030124,0.3037011,-0.37067166,0.91526522,0.2828425,0.48930424,-0.51097244,-0.014181926,0.39749223,-1.057632,-0.47827139,-0.64056299,-0.20050158,-0.97349944,-1.0063737,-1.3799439,0.86192982,1.081783,0.20652354,1.2230876,-0.040351478,0.046738802,-1.1437499,0.86458236,0.19805996,-2.7404061,-0.16970105,-1.2797715,0.43335157,-2.0658591,-1.4843963,0.11718342,-0.035937219,-0.24628326,-0.73972667,0.26997288,0.12097169,-0.62543702,-1.1891061,-3.3682465,1.9626765,-0.7711045,-1.5808593,0.18315075,0.34743016,-1.2441464,-0.88387951,-1.8765284,-1.3452723,-0.41019389,0.59062884,-0.22428587,-1.7011902,-0.25807303,-0.88000154,0.065456281,0.29977236,0.48534096,-1.4530857,-0.90384768,-1.1956991,2.7061443,0.54165825,-0.62637701,0.6789585,1.0510042,-0.96928116,-0.58506102,-1.3543289,-0.77991451,0.59485875,0.37767172,-1.0575174,0.00093015064,-0.70302455,-1.4364583,-0.15957444,0.12807416,-1.8553443,-0.79459664,-0.27616879,0.11314469,-0.39218226,-0.87813111,-1.3957995,-0.32270879,-0.22349645,-1.8546526,-0.7181417,1.2116318,0.63706859,-2.1636464,-1.0363211,-3.2141176,1.213901,-3.4623369,-1.7155468,-0.35057329,-1.9410135,-3.036809,-2.3444663,-0.27327778,-0.86130938,0.050922883,-0.04273618,-0.27462976,0.71361507,-0.037713174,-0.04815806,-0.42641736,0.72255568,-1.2933282,-0.25685632,-0.4653851,-1.0822086,-2.6236784,-0.29070426,0.10099284,-2.6558222,-0.26691067,-0.5168696,-0.28924245,-0.41442162,-1.3514403,-1.3458497,-1.9542325,0.95314815,-0.95880623,-1.2344147,-0.34592269,-1.9891976,-2.3358193,-1.1000189,-0.32160901,-1.2909456,-1.0405724,0.26694523,-1.3068624,-1.478182,-0.90586734,-0.44618529,-0.67963758,0.027780641,0.5972556,1.105647,0.32442792,-0.61096522,0.84868279,-0.052639542,0.24647272,-0.64257012,0.34666188,-0.084074635,-0.033759737,-3.0064958,0.5917012,-0.38599728,-0.44842976,-0.08367002,0.17097904,-0.70887256,-0.096362473,-0.78709313,-0.17147709,-0.91078314,-0.77002296,-1.0449223,2.0431728,-0.19967616,-0.01997421,-0.35162323,-0.56006404,-1.2073407,1.2755372,-0.036859073,0.39169045,0.30040876,-0.69746999,-1.0102479,-0.46293335,0.1110984,-2.3858924,-1.3117638,-0.86047764,-1.4181971,-0.56230854,-1.9806021,-0.72682695,0.45533504,0.52748932,0.28899589,-0.07355434,0.66636274,-0.092924324,-0.94667771,-0.28376645,-2.001395,-1.4220203,-0.50506463,-4.0306804,-1.8675017,-2.0957456,-2.1536021,-2.477049,-1.7068965,-1.3430231,-1.4724848,-1.7954008,-1.8548617,-1.4815065,-1.8468239,-1.6363024,-1.1635348,-0.54484788,-0.89105724,-0.50737651,-1.1564815,-1.9588244,-1.2871689,-1.6251227,-1.0222576,-0.85229298,-0.74969993,-0.44816568,-0.15621002,0.204204,-0.79529798,-1.4239712,-1.0259487,-0.66889112,-0.28766478,-0.43891733,-0.22150607,0.4024234,-1.0809194,-0.8348365,-0.66233811,-0.60470828,-0.54918959,-0.25085077,-0.0088466041,-1.0965818,0.71414338,0.89376887,0.1210159,0.42327174,0.5138685,1.3418982,0.034408846,0.97266611,1.2777995,0.35191264,1.75043,0.15561095,0.52977396,-0.13070407,1.2105249,-0.21485081,1.2819288,0.58331513,0.36171915,-0.32285044,0.27329134,1.1436656,2.9494354,1.3192693,0.67864138,2.8699134,1.6791275,2.6046688,0.62685768,2.2413514,1.4642806,0.76535679,1.5609411,0.36461916,1.0280239,1.3660158,1.6904123,0.059189282,0.15244225,0.078887906,1.9323906
-2273.7923,-180.98428,-1.4956923,-1.8952372,-2.0048795,-3.4269172,-2.1601157,-0.65543429,-0.21234619,-0.75246376,-0.19028682,-0.90318313,0.42370905,0.027950377,-0.022405354,-1.1405157,-0.70839109,-1.7488138,-0.44902625,-1.125705,-1.1884128,-1.054456,-0.82585834,-1.9339518,-1.7395887,-1.061807,-1.7183665,0.91090124,0.31751567,0.40272525,0.42754222,1.5599872,0.69356154,0.059807303,0.33614615,0.27830315,0.94981818,0.29243739,-0.50257835,-0.081484287,-0.89356252,-0.83070957,-0.92236445,-0.048032858,0.18340325,-0.37053755,-0.36251702,-0.40650706,0.98483517,1.9455283,2.1226418,2.2343256,1.3934988,1.7888931,0.39278943,2.0249975,2.5595374,1.7814057,2.6747737,0.14206292,0.24853562,0.15671173,1.3481631,0.53625153,0.67772501,-0.1087807,1.0173794,0.42086451,0.33435135,2.4204696,2.418976,1.9531968,1.7828813,2.8446589,2.7477343,3.9482582,2.5324274,2.7807286,1.8923418,2.0766841,2.4044328,0.93617149,2.0515341,2.7457446,1.5336292,0.69810936,-1.0327603,0.16008165,0.56604501,1.1064057,0.08073185,-0.39594137,0.79932898,-0.33103381,-1.0928296,-1.1755602,-0.31899093,0.26576978,-1.536853,-0.088072624,1.1130726,-0.90783118,0.2733265,-0.24717435,-1.5169894,0.70870309,-2.5592193,0.24686004,-1.0352139,0.26826068,-0.22575497,-1.1873277,-0.2748987,-0.33163605,0.5812464,-0.69025533,-0.38937444,-1.0735522,0.60912372,0.44096451,0.23943773,-0.012240415,0.36377626,0.35949235,-0.89618035,-0.14119153,-1.4584397,-0.73997336,0.049346979,-0.32014616,2.6659331,-0.74907208,0.46163505,1.9935444,1.282781,0.73399415,-0.14180345,-0.26419028,0.51069097,1.4580537,0.42734124,-0.13605729,1.4338063,0.23313051,-0.079731482,1.0446698,0.65853928,-0.73411195,-0.51015324,0.34493765,2.1207989,-0.98155207,0.2529606,-0.76670077,1.17056,-0.3680872,-0.050467609,0.15319929,0.97820616,1.3771824,-0.34382531,-0.78404514,-0.22607017,-0.5333993,-1.1020977,-0.76631318,-1.0146072,0.67232665,-0.73621737,-0.18542833,-2.1624255,1.347577,1.5756659,0.69406983,1.0612985,-0.55458505,0.49804915,-1.4533015,0.01243661,0.27386823,-2.5763987,0.57834805,-1.2052154,-0.32732918,-2.2061079,-0.4723863,0.1813785,-0.20405304,-0.6774107,-0.68962865,0.28557538,0.78161145,-0.58226854,-1.0768674,-1.8981082,1.8471185,-0.84204359,-1.0909114,-0.6122625,-0.093576092,-1.2536488,-1.4199255,-1.6726997,-1.3194767,-0.087030499,1.1251148,0.29665028,-1.2528057,0.047789396,-0.57647322,-0.49651417,0.78809545,-0.36698545,-1.1471784,-0.57947396,-1.2014516,2.076377,0.35681555,-1.0004213,1.0441515,0.26270363,-0.77637512,-1.1104651,-1.6825949,-0.63246574,0.42524934,0.073325444,-1.0904993,0.05291305,-0.43012688,-0.99510952,-0.39978708,-0.68180761,-1.6709493,-0.32087508,-0.64950574,-0.17089354,-0.42739144,-0.26497722,-2.6344975,0.04115248,-0.1345694,-2.2627234,0.036580407,1.4258775,0.36689189,-1.6282629,-0.71244303,-2.3013652,0.95362659,-2.8870859,-1.1123831,-0.59872667,-1.8763223,-1.9980267,-1.4095773,-0.52298227,-0.27073484,-0.47721677,-0.22014987,-0.80801984,0.78931068,0.24928312,-0.96476214,-0.41052557,-0.30790074,-1.2800606,-2.2149657,-0.16567413,-1.3728346,-2.6199753,-0.93943215,-0.33428162,-3.2365174,-1.2911912,-0.7513745,-1.3059502,-1.2683349,-2.9248045,-1.415476,-1.0384019,0.25427393,-1.1766269,-1.0990422,-0.30632499,-2.8427181,-1.7928139,-0.60800619,-0.35041576,-2.1895791,-1.3184122,0.62928886,-1.6871909,-1.6127617,-1.6837592,-0.51426381,-0.99875427,0.08759293,-0.35881003,0.58645064,0.44766415,-0.58101674,1.8966613,-0.066223148,0.69888227,-0.52799279,0.56954973,-0.27779696,0.29038627,-2.7479877,0.027190809,-0.7353991,0.55833268,0.022552516,-0.29622325,-0.97562568,0.60025074,0.019905191,0.48270633,-1.1718887,-1.0506263,-0.76675002,3.1902523,-0.9474874,-0.96454294,-1.0661125,-1.6162072,0.18849738,0.56495277,-0.12114291,-0.90411198,0.027620459,-1.3744992,-0.57199093,-0.69868884,-0.029265485,-1.7193463,-2.7866631,-1.1792301,-1.3774693,-0.90667774,-0.49337789,-1.0786765,1.773876,0.81286244,0.042787965,0.66262058,0.14409746,0.15817169,-0.64144296,-0.84777842,-1.4956923,-1.8952372,-2.0048795,-3.4269172,-3.2336804,-1.728999,-1.2859109,-1.8260284,-1.2638515,-1.9767478,-0.64985564,-1.0456143,-1.09597,-2.2140804,-1.7819558,-1.9074832,-0.60769573,-1.2843745,-1.3470822,-1.2131255,-0.98452781,-1.9339518,-1.7395887,-1.061807,-1.7183665,-0.16266344,-0.75604902,-0.67083943,-0.64602247,0.48642253,-0.38000315,-1.0137574,-0.73741853,-0.79526154,-0.12374651,-0.7811273,-0.66124782,-0.24015376,-1.052232,-0.98937904,-1.0810339,-0.20670233,0.18340325,-0.37053755,-0.36251702,-0.40650706,-0.088729517,0.8719636,1.0490771,1.1607609,0.31993413,0.71532839,-0.68077525,0.95143279,1.4859728,0.70784103,1.601209,-0.016606553,0.089866152,-0.0019577361,1.1894937,0.37758206,0.51905554,-0.1087807,1.0173794,0.42086451,0.33435135,1.3469049,1.3454113,0.8796321,0.7093166,1.7710943,1.6741696,2.8746935,1.4588627,1.707164,0.81877707,1.0031194,2.2457633,0.77750202,1.8928647,2.5870751,1.3749597,0.53943989,0.03478073,0.69740131,0.049871902
